"t" "date" "time" "comments" "neg" "pos" "emo"
"353" 353 "2012-07-15" "08:44:00" 261 -1.7126 2.2337 0.5211
"354" 354 "2012-07-15" "08:59:00" 281 -2.0569 2.0427 -0.0142
"355" 355 "2012-07-15" "09:14:00" 242 -1.719 2.157 0.438
"356" 356 "2012-07-15" "09:29:00" 274 -1.7956 2.0474 0.2518
"357" 357 "2012-07-15" "09:44:00" 236 -1.7669 2.0847 0.3178
"358" 358 "2012-07-15" "09:59:00" 260 -1.6 2.3038 0.7038
"359" 359 "2012-07-15" "10:14:00" 251 -1.6215 2.1873 0.5657
"360" 360 "2012-07-15" "10:29:00" 229 -1.5939 2.1747 0.5808
"361" 361 "2012-07-15" "10:44:00" 255 -1.7647 2.2157 0.451
"362" 362 "2012-07-15" "10:59:00" 222 -1.8739 2.0631 0.1892
"363" 363 "2012-07-15" "11:14:00" 215 -1.707 2.0977 0.3907
"364" 364 "2012-07-15" "11:29:00" 258 -1.7248 2.0194 0.2946
"365" 365 "2012-07-15" "11:44:00" 243 -1.6502 2.1317 0.4815
"366" 366 "2012-07-15" "11:59:00" 218 -1.6972 2.0459 0.3486
"367" 367 "2012-07-15" "12:14:00" 279 -1.7061 2.233 0.5269
"368" 368 "2012-07-15" "12:29:00" 241 -1.6929 2.1328 0.4398
"369" 369 "2012-07-15" "12:44:00" 268 -1.6754 2.2015 0.5261
"370" 370 "2012-07-15" "12:59:00" 211 -1.6351 2.2322 0.5972
"371" 371 "2012-07-15" "13:14:00" 230 -1.8478 2.2087 0.3609
"372" 372 "2012-07-15" "13:29:00" 212 -1.6085 2.2358 0.6274
"373" 373 "2012-07-15" "13:44:00" 175 -1.5429 2.2686 0.7257
"374" 374 "2012-07-15" "13:59:00" 200 -1.715 2.15 0.435
"375" 375 "2012-07-15" "14:14:00" 219 -1.726 2.0685 0.3425
"376" 376 "2012-07-15" "14:29:00" 194 -1.8454 2.1598 0.3144
"377" 377 "2012-07-15" "14:44:00" 227 -1.6476 2.1498 0.5022
"378" 378 "2012-07-15" "14:59:00" 176 -1.642 2.2841 0.642
"379" 379 "2012-07-15" "15:14:00" 207 -1.7053 2.1111 0.4058
"380" 380 "2012-07-15" "15:29:00" 228 -1.7588 2.1754 0.4167
"381" 381 "2012-07-15" "15:44:00" 211 -1.6588 2.1374 0.4787
"382" 382 "2012-07-15" "15:59:00" 208 -1.7115 2.1587 0.4471
"383" 383 "2012-07-15" "16:14:00" 224 -1.7321 2.1607 0.4286
"384" 384 "2012-07-15" "16:29:00" 234 -1.5128 2.3034 0.7906
"385" 385 "2012-07-15" "16:44:00" 216 -1.6435 2.125 0.4815
"386" 386 "2012-07-15" "16:59:00" 224 -1.5938 2.2232 0.6295
"387" 387 "2012-07-15" "17:14:00" 210 -1.581 2.1333 0.5524
"388" 388 "2012-07-15" "17:29:00" 226 -1.5044 2.2434 0.7389
"389" 389 "2012-07-15" "17:44:00" 286 -1.6888 2.1888 0.5
"390" 390 "2012-07-15" "17:59:00" 261 -1.6705 2.1571 0.4866
"391" 391 "2012-07-15" "18:14:00" 217 -1.659 2.341 0.682
"392" 392 "2012-07-15" "18:29:00" 242 -1.7686 2.095 0.3264
"393" 393 "2012-07-15" "18:44:00" 298 -1.7383 2.104 0.3658
"394" 394 "2012-07-15" "18:59:00" 308 -1.5552 2.2695 0.7143
"395" 395 "2012-07-15" "19:14:00" 274 -1.6277 2.2518 0.6241
"396" 396 "2012-07-15" "19:29:00" 253 -1.6917 2.2016 0.5099
"397" 397 "2012-07-15" "19:44:00" 255 -1.6 2.2314 0.6314
"398" 398 "2012-07-15" "19:59:00" 293 -1.529 2.2867 0.7577
"399" 399 "2012-07-15" "20:14:00" 289 -1.5363 2.2699 0.7336
"400" 400 "2012-07-15" "20:29:00" 250 -1.588 2.18 0.592
"401" 401 "2012-07-15" "20:44:00" 252 -1.6508 2.2143 0.5635
"402" 402 "2012-07-15" "20:59:00" 340 -1.5559 2.2294 0.6735
"403" 403 "2012-07-15" "21:14:00" 262 -1.6145 2.2137 0.5992
"404" 404 "2012-07-15" "21:29:00" 281 -1.5587 2.3665 0.8078
"405" 405 "2012-07-15" "21:44:00" 278 -1.6475 2.2338 0.5863
"406" 406 "2012-07-15" "21:59:00" 275 -1.8 2.1418 0.3418
"407" 407 "2012-07-15" "22:14:00" 250 -1.66 2.22 0.56
"408" 408 "2012-07-15" "22:29:00" 224 -1.6652 2.1652 0.5
"409" 409 "2012-07-15" "22:44:00" 186 -1.7097 2.1452 0.4355
"410" 410 "2012-07-15" "22:59:00" 142 -1.7746 2.2394 0.4648
"411" 411 "2012-07-15" "23:14:00" 131 -1.7252 2.0534 0.3282
"412" 412 "2012-07-15" "23:29:00" 153 -1.719 2.1895 0.4706
"413" 413 "2012-07-15" "23:44:00" 108 -1.8333 2.0741 0.2407
"414" 414 "2012-07-15" "23:59:00" 82 -1.7805 2.0488 0.2683
"415" 415 "2012-07-16" "00:14:00" 79 -1.7722 1.9747 0.2025
"416" 416 "2012-07-16" "00:29:00" 64 -1.6406 1.9531 0.3125
"417" 417 "2012-07-16" "00:44:00" 72 -1.7222 1.875 0.1528
"418" 418 "2012-07-16" "00:59:00" 44 -1.7727 2.3636 0.5909
"419" 419 "2012-07-16" "01:14:00" 57 -1.5614 2.2982 0.7368
"420" 420 "2012-07-16" "01:29:00" 46 -1.5217 2.2391 0.7174
"421" 421 "2012-07-16" "01:44:00" 29 -1.5517 2.3103 0.7586
"422" 422 "2012-07-16" "01:59:00" 26 -1.8077 2.0769 0.2692
"423" 423 "2012-07-16" "02:14:00" 21 -1.6667 1.7619 0.0952
"424" 424 "2012-07-16" "02:29:00" 21 -1.9048 2.1905 0.2857
"425" 425 "2012-07-16" "02:44:00" 20 -1.95 2 0.05
"426" 426 "2012-07-16" "02:59:00" 25 -1.48 2.04 0.56
"427" 427 "2012-07-16" "03:14:00" 14 -1.5 1.7857 0.2857
"428" 428 "2012-07-16" "03:29:00" 17 -1.3529 2.1765 0.8235
"429" 429 "2012-07-16" "03:44:00" 15 -1.5333 2.2667 0.7333
"430" 430 "2012-07-16" "03:59:00" 19 -1.2632 2.3158 1.0526
"431" 431 "2012-07-16" "04:14:00" 7 -1.1429 2.2857 1.1429
"432" 432 "2012-07-16" "04:29:00" 30 -1.9667 2.2667 0.3
"433" 433 "2012-07-16" "04:44:00" 26 -1.4615 2.1154 0.6538
"434" 434 "2012-07-16" "04:59:00" 67 -1.8657 1.7463 -0.1194
"435" 435 "2012-07-16" "05:14:00" 69 -1.8841 1.9855 0.1014
"436" 436 "2012-07-16" "05:29:00" 64 -1.7969 1.9688 0.1719
"437" 437 "2012-07-16" "05:44:00" 89 -1.5506 2.1011 0.5506
"438" 438 "2012-07-16" "05:59:00" 108 -1.713 2.1852 0.4722
"439" 439 "2012-07-16" "06:14:00" 180 -1.7056 2.2556 0.55
"440" 440 "2012-07-16" "06:29:00" 214 -1.8364 2.1869 0.3505
"441" 441 "2012-07-16" "06:44:00" 225 -1.8133 2.0311 0.2178
"442" 442 "2012-07-16" "06:59:00" 312 -1.8718 2.0994 0.2276
"443" 443 "2012-07-16" "07:14:00" 372 -1.7258 2.2661 0.5403
"444" 444 "2012-07-16" "07:29:00" 409 -1.7531 2.1418 0.3888
"445" 445 "2012-07-16" "07:44:00" 377 -1.8488 2.1326 0.2838
"446" 446 "2012-07-16" "07:59:00" 411 -1.7908 2.1046 0.3139
"447" 447 "2012-07-16" "08:14:00" 414 -1.6473 2.2415 0.5942
"448" 448 "2012-07-16" "08:29:00" 452 -1.6748 2.1593 0.4845
"449" 449 "2012-07-16" "08:44:00" 483 -1.6915 2.176 0.4845
"450" 450 "2012-07-16" "08:59:00" 434 -1.6152 2.2488 0.6336
"451" 451 "2012-07-16" "09:14:00" 442 -1.6968 2.1787 0.4819
"452" 452 "2012-07-16" "09:29:00" 533 -1.7542 2.1538 0.3996
"453" 453 "2012-07-16" "09:44:00" 477 -1.5975 2.1719 0.5744
"454" 454 "2012-07-16" "09:59:00" 437 -1.6773 2.0778 0.4005
"455" 455 "2012-07-16" "10:14:00" 458 -1.7314 2.0611 0.3297
"456" 456 "2012-07-16" "10:29:00" 437 -1.6888 2.0778 0.389
"457" 457 "2012-07-16" "10:44:00" 489 -1.7546 2.1943 0.4397
"458" 458 "2012-07-16" "10:59:00" 460 -1.7174 2.0978 0.3804
"459" 459 "2012-07-16" "11:14:00" 523 -1.7017 2.1243 0.4226
"460" 460 "2012-07-16" "11:29:00" 635 -1.6803 2.1307 0.4504
"461" 461 "2012-07-16" "11:44:00" 595 -1.7092 2.1227 0.4134
"462" 462 "2012-07-16" "11:59:00" 636 -1.7421 2.1368 0.3947
"463" 463 "2012-07-16" "12:14:00" 636 -1.7626 2.0943 0.3318
"464" 464 "2012-07-16" "12:29:00" 622 -1.9003 2.0305 0.1302
"465" 465 "2012-07-16" "12:44:00" 693 -1.8283 2.0231 0.1948
"466" 466 "2012-07-16" "12:59:00" 602 -1.8355 1.9983 0.1628
"467" 467 "2012-07-16" "13:14:00" 590 -1.7915 2.0305 0.239
"468" 468 "2012-07-16" "13:29:00" 558 -1.8333 2.0484 0.2151
"469" 469 "2012-07-16" "13:44:00" 570 -1.8158 2.0491 0.2333
"470" 470 "2012-07-16" "13:59:00" 466 -1.7554 2.1288 0.3734
"471" 471 "2012-07-16" "14:14:00" 556 -1.714 2.0809 0.3669
"472" 472 "2012-07-16" "14:29:00" 561 -1.7433 2.041 0.2977
"473" 473 "2012-07-16" "14:44:00" 546 -1.6484 2.1062 0.4579
"474" 474 "2012-07-16" "14:59:00" 611 -1.671 2.1195 0.4484
"475" 475 "2012-07-16" "15:14:00" 431 -1.71 2.1694 0.4594
"476" 476 "2012-07-16" "15:29:00" 452 -1.6681 2.1062 0.4381
"477" 477 "2012-07-16" "15:44:00" 532 -1.703 2.1259 0.4229
"478" 478 "2012-07-16" "15:59:00" 608 -1.7319 2.0576 0.3257
"479" 479 "2012-07-16" "16:14:00" 569 -1.7557 2.0264 0.2707
"480" 480 "2012-07-16" "16:29:00" 569 -1.6837 2.109 0.4253
"481" 481 "2012-07-16" "16:44:00" 657 -1.7184 1.9848 0.2664
"482" 482 "2012-07-16" "16:59:00" 565 -1.6991 2.1292 0.4301
"483" 483 "2012-07-16" "17:14:00" 738 -1.832 2.0962 0.2642
"484" 484 "2012-07-16" "17:29:00" 577 -1.7071 2.13 0.4229
"485" 485 "2012-07-16" "17:44:00" 639 -1.8357 2.0782 0.2426
"486" 486 "2012-07-16" "17:59:00" 662 -1.7931 2.0876 0.2946
"487" 487 "2012-07-16" "18:14:00" 478 -1.7531 2.1339 0.3808
"488" 488 "2012-07-16" "18:29:00" 591 -1.8122 2.0288 0.2166
"489" 489 "2012-07-16" "18:44:00" 590 -1.678 2.2169 0.539
"490" 490 "2012-07-16" "18:59:00" 478 -1.6444 2.0502 0.4059
"491" 491 "2012-07-16" "19:14:00" 543 -1.6832 2.1234 0.4401
"492" 492 "2012-07-16" "19:29:00" 444 -1.6847 2.0766 0.3919
"493" 493 "2012-07-16" "19:44:00" 591 -1.7716 2.1506 0.379
"494" 494 "2012-07-16" "19:59:00" 431 -1.6752 2.1485 0.4733
"495" 495 "2012-07-16" "20:14:00" 488 -1.6045 2.2152 0.6107
"496" 496 "2012-07-16" "20:29:00" 438 -1.7237 2.1918 0.468
"497" 497 "2012-07-16" "20:44:00" 480 -1.6792 2.1313 0.4521
"498" 498 "2012-07-16" "20:59:00" 460 -1.6391 2.1739 0.5348
"499" 499 "2012-07-16" "21:14:00" 548 -1.7099 2.1916 0.4818
"500" 500 "2012-07-16" "21:29:00" 528 -1.6326 2.2633 0.6307
"501" 501 "2012-07-16" "21:44:00" 591 -1.7936 2.1269 0.3333
"502" 502 "2012-07-16" "21:59:00" 570 -1.6825 2.1965 0.514
"503" 503 "2012-07-16" "22:14:00" 497 -1.6439 2.1751 0.5312
"504" 504 "2012-07-16" "22:29:00" 460 -1.6978 2.2457 0.5478
"505" 505 "2012-07-16" "22:44:00" 556 -1.5737 2.3417 0.768
"506" 506 "2012-07-16" "22:59:00" 386 -1.5803 2.2772 0.6969
"507" 507 "2012-07-16" "23:14:00" 312 -1.6603 2.25 0.5897
"508" 508 "2012-07-16" "23:29:00" 255 -1.7216 2.1412 0.4196
"509" 509 "2012-07-16" "23:44:00" 228 -1.8158 2.3289 0.5132
"510" 510 "2012-07-16" "23:59:00" 177 -1.7966 2.3051 0.5085
"511" 511 "2012-07-17" "00:14:00" 119 -1.8571 1.9832 0.1261
"512" 512 "2012-07-17" "00:29:00" 124 -1.5645 2.1048 0.5403
"513" 513 "2012-07-17" "00:44:00" 173 -1.5376 2.0636 0.526
"514" 514 "2012-07-17" "00:59:00" 78 -1.6282 1.9872 0.359
"515" 515 "2012-07-17" "01:14:00" 75 -1.6 2 0.4
"516" 516 "2012-07-17" "01:29:00" 65 -1.6 1.9846 0.3846
"517" 517 "2012-07-17" "01:44:00" 47 -1.8936 2.1702 0.2766
"518" 518 "2012-07-17" "01:59:00" 37 -1.5135 2.0541 0.5405
"519" 519 "2012-07-17" "02:14:00" 67 -1.5224 2.3284 0.806
"520" 520 "2012-07-17" "02:29:00" 59 -1.6271 2.1017 0.4746
"521" 521 "2012-07-17" "02:44:00" 21 -1.8571 2 0.1429
"522" 522 "2012-07-17" "02:59:00" 17 -1.6471 2.2353 0.5882
"523" 523 "2012-07-17" "03:14:00" 20 -1.3 2.45 1.15
"524" 524 "2012-07-17" "03:29:00" 55 -1.5818 2.1455 0.5636
"525" 525 "2012-07-17" "03:44:00" 35 -1.4857 2.0571 0.5714
"526" 526 "2012-07-17" "03:59:00" 32 -1.625 1.875 0.25
"527" 527 "2012-07-17" "04:14:00" 33 -1.5152 2.1818 0.6667
"528" 528 "2012-07-17" "04:29:00" 32 -1.8125 2.1563 0.3438
"529" 529 "2012-07-17" "04:44:00" 35 -1.8571 2.0857 0.2286
"530" 530 "2012-07-17" "04:59:00" 61 -1.8033 2.0656 0.2623
"531" 531 "2012-07-17" "05:14:00" 117 -1.6239 2.0598 0.4359
"532" 532 "2012-07-17" "05:29:00" 131 -1.7176 2.0611 0.3435
"533" 533 "2012-07-17" "05:44:00" 134 -1.6343 2.0821 0.4478
"534" 534 "2012-07-17" "05:59:00" 153 -1.6013 2.1242 0.5229
"535" 535 "2012-07-17" "06:14:00" 282 -1.8475 1.883 0.0355
"536" 536 "2012-07-17" "06:29:00" 280 -1.6964 2.0143 0.3179
"537" 537 "2012-07-17" "06:44:00" 380 -1.6868 2.1 0.4132
"538" 538 "2012-07-17" "06:59:00" 325 -1.7138 2.0954 0.3815
"539" 539 "2012-07-17" "07:14:00" 519 -1.7322 2.1464 0.4143
"540" 540 "2012-07-17" "07:29:00" 493 -1.6836 2.1197 0.4361
"541" 541 "2012-07-17" "07:44:00" 519 -1.7168 2.1079 0.3911
"542" 542 "2012-07-17" "07:59:00" 471 -1.7304 2.1083 0.3779
"543" 543 "2012-07-17" "08:14:00" 550 -1.5909 2.2018 0.6109
"544" 544 "2012-07-17" "08:29:00" 564 -1.6064 2.1011 0.4947
"545" 545 "2012-07-17" "08:44:00" 542 -1.7066 2.1827 0.476
"546" 546 "2012-07-17" "08:59:00" 548 -1.5821 2.1825 0.6004
"547" 547 "2012-07-17" "09:14:00" 563 -1.611 2.1794 0.5684
"548" 548 "2012-07-17" "09:29:00" 555 -1.5802 2.1568 0.5766
"549" 549 "2012-07-17" "09:44:00" 558 -1.6416 2.1613 0.5197
"550" 550 "2012-07-17" "09:59:00" 513 -1.6101 2.232 0.6218
"551" 551 "2012-07-17" "10:14:00" 498 -1.5703 2.2008 0.6305
"552" 552 "2012-07-17" "10:29:00" 580 -1.6466 2.1172 0.4707
"553" 553 "2012-07-17" "10:44:00" 544 -1.6544 2.171 0.5165
"554" 554 "2012-07-17" "10:59:00" 579 -1.6079 2.2435 0.6356
"555" 555 "2012-07-17" "11:14:00" 664 -1.619 2.1777 0.5587
"556" 556 "2012-07-17" "11:29:00" 638 -1.7006 2.058 0.3574
"557" 557 "2012-07-17" "11:44:00" 602 -1.6495 2.0399 0.3904
"558" 558 "2012-07-17" "11:59:00" 673 -1.8306 2.0758 0.2452
"559" 559 "2012-07-17" "12:14:00" 694 -1.7392 2.0533 0.3141
"560" 560 "2012-07-17" "12:29:00" 610 -1.7115 2.1557 0.4443
"561" 561 "2012-07-17" "12:44:00" 618 -1.7023 2.1197 0.4175
"562" 562 "2012-07-17" "12:59:00" 589 -1.6893 2.1613 0.472
"563" 563 "2012-07-17" "13:14:00" 509 -1.6739 2.1434 0.4695
"564" 564 "2012-07-17" "13:29:00" 540 -1.6648 2.1278 0.463
"565" 565 "2012-07-17" "13:44:00" 538 -1.6654 2.0874 0.4219
"566" 566 "2012-07-17" "13:59:00" 520 -1.6596 2.0827 0.4231
"567" 567 "2012-07-17" "14:14:00" 545 -1.6349 2.167 0.5321
"568" 568 "2012-07-17" "14:29:00" 504 -1.6508 2.0694 0.4187
"569" 569 "2012-07-17" "14:44:00" 459 -1.6492 2.1678 0.5185
"570" 570 "2012-07-17" "14:59:00" 453 -1.6865 2.1038 0.4172
"571" 571 "2012-07-17" "15:14:00" 416 -1.6899 2.1514 0.4615
"572" 572 "2012-07-17" "15:29:00" 523 -1.6577 2.1912 0.5335
"573" 573 "2012-07-17" "15:44:00" 533 -1.7261 2.1482 0.4221
"574" 574 "2012-07-17" "15:59:00" 455 -1.6286 2.1538 0.5253
"575" 575 "2012-07-17" "16:14:00" 538 -1.6561 2.0892 0.4331
"576" 576 "2012-07-17" "16:29:00" 473 -1.7421 2.1099 0.3679
"577" 577 "2012-07-17" "16:44:00" 469 -1.6866 2.0149 0.3284
"578" 578 "2012-07-17" "16:59:00" 504 -1.7143 2.0774 0.3631
"579" 579 "2012-07-17" "17:14:00" 656 -1.8155 2.0152 0.1997
"580" 580 "2012-07-17" "17:29:00" 543 -1.7606 2.0976 0.337
"581" 581 "2012-07-17" "17:44:00" 691 -1.8958 2.165 0.2692
"582" 582 "2012-07-17" "17:59:00" 558 -1.7634 2.1183 0.3548
"583" 583 "2012-07-17" "18:14:00" 542 -1.714 2.1236 0.4096
"584" 584 "2012-07-17" "18:29:00" 521 -1.691 2.1036 0.4127
"585" 585 "2012-07-17" "18:44:00" 515 -1.6816 2.1068 0.4252
"586" 586 "2012-07-17" "18:59:00" 455 -1.6835 2.1604 0.4769
"587" 587 "2012-07-17" "19:14:00" 505 -1.6673 2.1327 0.4653
"588" 588 "2012-07-17" "19:29:00" 495 -1.7515 2.2828 0.5313
"589" 589 "2012-07-17" "19:44:00" 417 -1.7434 2.1655 0.4221
"590" 590 "2012-07-17" "19:59:00" 437 -1.6316 2.2197 0.5881
"591" 591 "2012-07-17" "20:14:00" 564 -1.5993 2.3901 0.7908
"592" 592 "2012-07-17" "20:29:00" 506 -1.6206 2.2431 0.6225
"593" 593 "2012-07-17" "20:44:00" 513 -1.6062 2.2749 0.6686
"594" 594 "2012-07-17" "20:59:00" 521 -1.6276 2.2073 0.5797
"595" 595 "2012-07-17" "21:14:00" 720 -1.7681 2.1556 0.3875
"596" 596 "2012-07-17" "21:29:00" 628 -1.6783 2.2484 0.5701
"597" 597 "2012-07-17" "21:44:00" 626 -1.8435 2.0958 0.2524
"598" 598 "2012-07-17" "21:59:00" 494 -1.749 2.1579 0.4089
"599" 599 "2012-07-17" "22:14:00" 468 -1.797 2.1282 0.3312
"600" 600 "2012-07-17" "22:29:00" 393 -1.7201 2.1323 0.4122
"601" 601 "2012-07-17" "22:44:00" 342 -1.6316 2.2661 0.6345
"602" 602 "2012-07-17" "22:59:00" 275 -1.7964 2.2545 0.4582
"603" 603 "2012-07-17" "23:14:00" 278 -1.6655 2.2122 0.5468
"604" 604 "2012-07-17" "23:29:00" 278 -1.5432 2.3309 0.7878
"605" 605 "2012-07-17" "23:44:00" 227 -1.7445 2.163 0.4185
"606" 606 "2012-07-17" "23:59:00" 184 -1.8152 2.0815 0.2663
"607" 607 "2012-07-18" "00:14:00" 149 -1.7987 2.0671 0.2685
"608" 608 "2012-07-18" "00:29:00" 158 -1.6582 2.0823 0.4241
"609" 609 "2012-07-18" "00:44:00" 157 -1.7834 1.9873 0.2038
"610" 610 "2012-07-18" "00:59:00" 91 -1.9011 2.2088 0.3077
"611" 611 "2012-07-18" "01:14:00" 51 -1.7059 2 0.2941
"612" 612 "2012-07-18" "01:29:00" 52 -1.8077 2.2115 0.4038
"613" 613 "2012-07-18" "01:44:00" 36 -1.5 2.0556 0.5556
"614" 614 "2012-07-18" "01:59:00" 43 -1.7209 2.2326 0.5116
"615" 615 "2012-07-18" "02:14:00" 28 -1.8214 1.8929 0.0714
"616" 616 "2012-07-18" "02:29:00" 35 -1.8571 1.8286 -0.0286
"617" 617 "2012-07-18" "02:44:00" 35 -1.9143 1.9429 0.0286
"618" 618 "2012-07-18" "02:59:00" 20 -1.5 2.2 0.7
"619" 619 "2012-07-18" "03:14:00" 38 -2 2 0
"620" 620 "2012-07-18" "03:29:00" 34 -1.5294 2.0294 0.5
"621" 621 "2012-07-18" "03:44:00" 25 -1.96 2.24 0.28
"622" 622 "2012-07-18" "03:59:00" 23 -1.6522 2 0.3478
"623" 623 "2012-07-18" "04:14:00" 19 -1.6316 1.9474 0.3158
"624" 624 "2012-07-18" "04:29:00" 29 -1.8966 1.931 0.0345
"625" 625 "2012-07-18" "04:44:00" 25 -1.84 2.12 0.28
"626" 626 "2012-07-18" "04:59:00" 41 -1.6585 2.2927 0.6341
"627" 627 "2012-07-18" "05:14:00" 46 -1.9565 2.0217 0.0652
"628" 628 "2012-07-18" "05:29:00" 68 -1.7353 2.0294 0.2941
"629" 629 "2012-07-18" "05:44:00" 81 -1.6296 2.0494 0.4198
"630" 630 "2012-07-18" "05:59:00" 114 -1.7193 1.9386 0.2193
"631" 631 "2012-07-18" "06:14:00" 120 -1.6833 2.1833 0.5
"632" 632 "2012-07-18" "06:29:00" 196 -1.5765 2.1888 0.6122
"633" 633 "2012-07-18" "06:44:00" 230 -1.6696 2.1 0.4304
"634" 634 "2012-07-18" "06:59:00" 280 -1.7071 2.0679 0.3607
"635" 635 "2012-07-18" "07:14:00" 311 -1.6334 2.2154 0.582
"636" 636 "2012-07-18" "07:29:00" 335 -1.6209 2.1493 0.5284
"637" 637 "2012-07-18" "07:44:00" 379 -1.6464 2.1293 0.4828
"638" 638 "2012-07-18" "07:59:00" 454 -1.6211 2.2247 0.6035
"639" 639 "2012-07-18" "08:14:00" 466 -1.6052 2.2339 0.6288
"640" 640 "2012-07-18" "08:29:00" 442 -1.5769 2.2195 0.6425
"641" 641 "2012-07-18" "08:44:00" 450 -1.6178 2.1778 0.56
"642" 642 "2012-07-18" "08:59:00" 412 -1.6529 2.0728 0.4199
"643" 643 "2012-07-18" "09:14:00" 454 -1.6762 2.13 0.4537
"644" 644 "2012-07-18" "09:29:00" 465 -1.5978 2.2237 0.6258
"645" 645 "2012-07-18" "09:44:00" 458 -1.6157 2.2031 0.5873
"646" 646 "2012-07-18" "09:59:00" 435 -1.6483 2.2644 0.6161
"647" 647 "2012-07-18" "10:14:00" 481 -1.6112 2.2141 0.6029
"648" 648 "2012-07-18" "10:29:00" 524 -1.5878 2.1336 0.5458
"649" 649 "2012-07-18" "10:44:00" 488 -1.6496 2.25 0.6004
"650" 650 "2012-07-18" "10:59:00" 448 -1.5915 2.3058 0.7143
"651" 651 "2012-07-18" "11:14:00" 477 -1.7149 2.153 0.4382
"652" 652 "2012-07-18" "11:29:00" 455 -1.7231 2.0681 0.3451
"653" 653 "2012-07-18" "11:44:00" 465 -1.6538 2.1376 0.4839
"654" 654 "2012-07-18" "11:59:00" 475 -1.8905 1.9474 0.0568
"655" 655 "2012-07-18" "12:14:00" 513 -1.8402 2.0487 0.2086
"656" 656 "2012-07-18" "12:29:00" 485 -1.6474 2.1959 0.5485
"657" 657 "2012-07-18" "12:44:00" 451 -1.6763 2.1375 0.4612
"658" 658 "2012-07-18" "12:59:00" 473 -1.6723 2.1818 0.5095
"659" 659 "2012-07-18" "13:14:00" 476 -1.6765 2.0987 0.4223
"660" 660 "2012-07-18" "13:29:00" 496 -1.5746 2.1935 0.619
"661" 661 "2012-07-18" "13:44:00" 453 -1.5673 2.1965 0.6291
"662" 662 "2012-07-18" "13:59:00" 458 -1.7293 2.1528 0.4236
"663" 663 "2012-07-18" "14:14:00" 436 -1.6628 2.1606 0.4977
"664" 664 "2012-07-18" "14:29:00" 435 -1.6782 2.092 0.4138
"665" 665 "2012-07-18" "14:44:00" 406 -1.6379 2.1429 0.5049
"666" 666 "2012-07-18" "14:59:00" 364 -1.5604 2.2198 0.6593
"667" 667 "2012-07-18" "15:14:00" 361 -1.6011 2.1939 0.5928
"668" 668 "2012-07-18" "15:29:00" 377 -1.6101 2.2095 0.5995
"669" 669 "2012-07-18" "15:44:00" 406 -1.6626 2.1897 0.5271
"670" 670 "2012-07-18" "15:59:00" 406 -1.6305 2.0985 0.468
"671" 671 "2012-07-18" "16:14:00" 455 -1.6527 2.189 0.5363
"672" 672 "2012-07-18" "16:29:00" 473 -1.6512 2.1712 0.5201
"673" 673 "2012-07-18" "16:44:00" 387 -1.677 2.0543 0.3773
"674" 674 "2012-07-18" "16:59:00" 429 -1.6107 2.2075 0.5967
"675" 675 "2012-07-18" "17:14:00" 436 -1.6858 2.0963 0.4106
"676" 676 "2012-07-18" "17:29:00" 469 -1.8358 1.9744 0.1386
"677" 677 "2012-07-18" "17:44:00" 457 -1.7527 2.1225 0.3698
"678" 678 "2012-07-18" "17:59:00" 471 -1.6688 2.1805 0.5117
"679" 679 "2012-07-18" "18:14:00" 444 -1.6937 2.1149 0.4212
"680" 680 "2012-07-18" "18:29:00" 357 -1.6387 2.1821 0.5434
"681" 681 "2012-07-18" "18:44:00" 411 -1.7713 2.146 0.3747
"682" 682 "2012-07-18" "18:59:00" 374 -1.754 2.0829 0.3289
"683" 683 "2012-07-18" "19:14:00" 467 -1.6981 2.1071 0.409
"684" 684 "2012-07-18" "19:29:00" 495 -1.701 2.2081 0.5071
"685" 685 "2012-07-18" "19:44:00" 460 -1.6326 2.2522 0.6196
"686" 686 "2012-07-18" "19:59:00" 540 -1.7593 2.1426 0.3833
"687" 687 "2012-07-18" "20:14:00" 488 -1.6352 2.2008 0.5656
"688" 688 "2012-07-18" "20:29:00" 476 -1.6534 2.3466 0.6933
"689" 689 "2012-07-18" "20:44:00" 456 -1.6535 2.3202 0.6667
"690" 690 "2012-07-18" "20:59:00" 574 -1.5836 2.4774 0.8937
"691" 691 "2012-07-18" "21:14:00" 1019 -1.526 2.737 1.211
"692" 692 "2012-07-18" "21:29:00" 708 -1.6229 2.4322 0.8093
"693" 693 "2012-07-18" "21:44:00" 707 -1.6379 2.4031 0.7652
"694" 694 "2012-07-18" "21:59:00" 609 -1.7521 2.2874 0.5353
"695" 695 "2012-07-18" "22:14:00" 574 -1.7387 2.3432 0.6045
"696" 696 "2012-07-18" "22:29:00" 532 -1.7368 2.406 0.6692
"697" 697 "2012-07-18" "22:44:00" 493 -1.7404 2.3874 0.6471
"698" 698 "2012-07-18" "22:59:00" 458 -1.7358 2.3493 0.6135
"699" 699 "2012-07-18" "23:14:00" 344 -1.7733 2.3081 0.5349
"700" 700 "2012-07-18" "23:29:00" 288 -1.8125 2.1285 0.316
"701" 701 "2012-07-18" "23:44:00" 221 -1.8597 1.9231 0.0633
"702" 702 "2012-07-18" "23:59:00" 156 -1.6731 2.0962 0.4231
"703" 703 "2012-07-19" "00:14:00" 111 -1.8108 2.1081 0.2973
"704" 704 "2012-07-19" "00:29:00" 107 -1.7477 2.1028 0.3551
