"PPE_NO";"GODZ";"FLAGA_EXTR";"ENERGIA";"WARTOSC"
"PLTAUD475000010462";2019-01-01 05:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 05:30:00;0;"Ri+";2,04
"PLTAUD475000010462";2019-01-01 05:45:00;0;"A+";8,16
"PLTAUD475000010462";2019-01-01 05:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 05:45:00;0;"Ri+";1,8
"PLTAUD475000010462";2019-01-01 06:00:00;0;"A+";8,64
"PLTAUD475000010462";2019-01-01 06:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 06:00:00;0;"Ri+";1,8
"PLTAUD475000010462";2019-01-01 06:15:00;0;"A+";8,52
"PLTAUD475000010462";2019-01-01 06:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 06:15:00;0;"Ri+";1,8
"PLTAUD475000010462";2019-01-01 06:30:00;0;"A+";8,64
"PLTAUD475000010462";2019-01-01 06:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 06:30:00;0;"Ri+";2,28
"PLTAUD475000010462";2019-01-01 06:45:00;0;"A+";7,92
"PLTAUD475000010462";2019-01-01 06:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 06:45:00;0;"Ri+";1,56
"PLTAUD475000010462";2019-01-01 07:00:00;0;"A+";8,4
"PLTAUD475000010462";2019-01-01 07:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 07:00:00;0;"Ri+";1,56
"PLTAUD475000010462";2019-01-01 07:15:00;0;"A+";8,4
"PLTAUD475000010462";2019-01-01 07:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 07:15:00;0;"Ri+";1,8
"PLTAUD475000010462";2019-01-01 07:30:00;0;"A+";9,24
"PLTAUD475000010462";2019-01-01 07:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 07:30:00;0;"Ri+";2,04
"PLTAUD475000010462";2019-01-01 07:45:00;0;"A+";8,4
"PLTAUD475000010462";2019-01-01 07:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 07:45:00;0;"Ri+";0,96
"PLTAUD475000010462";2019-01-01 08:00:00;0;"A+";7,32
"PLTAUD475000010462";2019-01-01 08:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 08:00:00;0;"Ri+";1,32
"PLTAUD475000010462";2019-01-01 08:15:00;0;"A+";7,44
"PLTAUD475000010462";2019-01-01 08:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 08:15:00;0;"Ri+";1,56
"PLTAUD475000010462";2019-01-01 08:30:00;0;"A+";8,04
"PLTAUD475000010462";2019-01-01 08:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 08:30:00;0;"Ri+";1,56
"PLTAUD475000010462";2019-01-01 08:45:00;0;"A+";7,2
"PLTAUD475000010462";2019-01-01 08:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 08:45:00;0;"Ri+";1,44
"PLTAUD475000010462";2019-01-01 09:00:00;0;"A+";7,44
"PLTAUD475000010462";2019-01-01 09:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 09:00:00;0;"Ri+";1,32
"PLTAUD475000010462";2019-01-01 09:15:00;0;"A+";8,16
"PLTAUD475000010462";2019-01-01 09:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 09:15:00;0;"Ri+";1,92
"PLTAUD475000010462";2019-01-01 09:30:00;0;"A+";8,16
"PLTAUD475000010462";2019-01-01 09:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 09:30:00;0;"Ri+";1,92
"PLTAUD475000010462";2019-01-01 09:45:00;0;"A+";8,28
"PLTAUD475000010462";2019-01-01 09:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 09:45:00;0;"Ri+";1,44
"PLTAUD475000010462";2019-01-01 10:00:00;0;"A+";8,16
"PLTAUD475000010462";2019-01-01 10:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 10:00:00;0;"Ri+";1,8
"PLTAUD475000010462";2019-01-01 10:15:00;0;"A+";7,8
"PLTAUD475000010462";2019-01-01 10:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 10:15:00;0;"Ri+";1,8
"PLTAUD475000010462";2019-01-01 10:30:00;0;"A+";7,68
"PLTAUD475000010462";2019-01-01 10:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 10:30:00;0;"Ri+";1,56
"PLTAUD475000010462";2019-01-01 10:45:00;0;"A+";8,88
"PLTAUD475000010462";2019-01-01 10:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 10:45:00;0;"Ri+";1,56
"PLTAUD475000010462";2019-01-01 11:00:00;0;"A+";9,72
"PLTAUD475000010462";2019-01-01 11:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 11:00:00;0;"Ri+";1,32
"PLTAUD475000010462";2019-01-01 11:15:00;0;"A+";9,96
"PLTAUD475000010462";2019-01-01 11:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 11:15:00;0;"Ri+";1,32
"PLTAUD475000010462";2019-01-01 11:30:00;0;"A+";9,72
"PLTAUD475000010462";2019-01-01 11:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 11:30:00;0;"Ri+";1,8
"PLTAUD475000010462";2019-01-01 11:45:00;0;"A+";9,72
"PLTAUD475000010462";2019-01-01 11:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 11:45:00;0;"Ri+";2,04
"PLTAUD475000010462";2019-01-01 12:00:00;0;"A+";9,96
"PLTAUD475000010462";2019-01-01 12:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 12:00:00;0;"Ri+";1,68
"PLTAUD475000010462";2019-01-01 12:15:00;0;"A+";10,08
"PLTAUD475000010462";2019-01-01 12:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 12:15:00;0;"Ri+";1,56
"PLTAUD475000010462";2019-01-01 12:30:00;0;"A+";9,6
"PLTAUD475000010462";2019-01-01 12:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 12:30:00;0;"Ri+";1,44
"PLTAUD475000010462";2019-01-01 12:45:00;0;"A+";8,88
"PLTAUD475000010462";2019-01-01 12:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 12:45:00;0;"Ri+";1,2
"PLTAUD475000010462";2019-01-01 13:00:00;0;"A+";10,32
"PLTAUD475000010462";2019-01-01 13:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 13:00:00;0;"Ri+";1,44
"PLTAUD475000010462";2019-01-01 13:15:00;0;"A+";11,4
"PLTAUD475000010462";2019-01-01 13:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 13:15:00;0;"Ri+";2,4
"PLTAUD475000010462";2019-01-01 13:30:00;0;"A+";10,08
"PLTAUD475000010462";2019-01-01 13:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 13:30:00;0;"Ri+";1,68
"PLTAUD475000010462";2019-01-01 13:45:00;0;"A+";10,32
"PLTAUD475000010462";2019-01-01 13:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 13:45:00;0;"Ri+";1,8
"PLTAUD475000010462";2019-01-01 14:00:00;0;"A+";10,8
"PLTAUD475000010462";2019-01-01 14:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 14:00:00;0;"Ri+";1,8
"PLTAUD475000010462";2019-01-01 14:15:00;0;"A+";11,64
"PLTAUD475000010462";2019-01-01 14:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 14:15:00;0;"Ri+";1,68
"PLTAUD475000010462";2019-01-01 14:30:00;0;"A+";10,44
"PLTAUD475000010462";2019-01-01 14:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 14:30:00;0;"Ri+";1,56
"PLTAUD475000010462";2019-01-01 14:45:00;0;"A+";9,84
"PLTAUD475000010462";2019-01-01 14:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 14:45:00;0;"Ri+";1,32
"PLTAUD475000010462";2019-01-01 15:00:00;0;"A+";10,32
"PLTAUD475000010462";2019-01-01 15:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 15:00:00;0;"Ri+";1,44
"PLTAUD475000010462";2019-01-01 15:15:00;0;"A+";9,96
"PLTAUD475000010462";2019-01-01 15:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 15:15:00;0;"Ri+";1,8
"PLTAUD475000010462";2019-01-01 15:30:00;0;"A+";10,44
"PLTAUD475000010462";2019-01-01 15:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 15:30:00;0;"Ri+";1,68
"PLTAUD475000010462";2019-01-01 15:45:00;0;"A+";10,08
"PLTAUD475000010462";2019-01-01 15:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 15:45:00;0;"Ri+";2,16
"PLTAUD475000010462";2019-01-01 16:00:00;0;"A+";10,56
"PLTAUD475000010462";2019-01-01 16:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 16:00:00;0;"Ri+";1,56
"PLTAUD475000010462";2019-01-01 16:15:00;0;"A+";11,64
"PLTAUD475000010462";2019-01-01 16:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 16:15:00;0;"Ri+";1,92
"PLTAUD475000010462";2019-01-01 16:30:00;0;"A+";10,92
"PLTAUD475000010462";2019-01-01 16:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 16:30:00;0;"Ri+";1,8
"PLTAUD475000010462";2019-01-01 16:45:00;0;"A+";12,12
"PLTAUD475000010462";2019-01-01 16:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 16:45:00;0;"Ri+";1,92
"PLTAUD475000010462";2019-01-01 17:00:00;0;"A+";12,24
"PLTAUD475000010462";2019-01-01 17:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 17:00:00;0;"Ri+";1,92
"PLTAUD475000010462";2019-01-01 17:15:00;0;"A+";12,6
"PLTAUD475000010462";2019-01-01 17:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 17:15:00;0;"Ri+";2,04
"PLTAUD475000010462";2019-01-01 17:30:00;0;"A+";11,4
"PLTAUD475000010462";2019-01-01 17:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 17:30:00;0;"Ri+";1,68
"PLTAUD475000010462";2019-01-01 17:45:00;0;"A+";12,12
"PLTAUD475000010462";2019-01-01 17:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 17:45:00;0;"Ri+";1,92
"PLTAUD475000010462";2019-01-01 18:00:00;0;"A+";11,76
"PLTAUD475000010462";2019-01-01 18:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 18:00:00;0;"Ri+";1,8
"PLTAUD475000010462";2019-01-01 18:15:00;0;"A+";12,12
"PLTAUD475000010462";2019-01-01 18:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 18:15:00;0;"Ri+";2,04
"PLTAUD475000010462";2019-01-01 18:30:00;0;"A+";11,76
"PLTAUD475000010462";2019-01-01 18:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 18:30:00;0;"Ri+";1,92
"PLTAUD475000010462";2019-01-01 18:45:00;0;"A+";12,72
"PLTAUD475000010462";2019-01-01 18:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 18:45:00;0;"Ri+";1,56
"PLTAUD475000010462";2019-01-01 19:00:00;0;"A+";12,96
"PLTAUD475000010462";2019-01-01 19:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 19:00:00;0;"Ri+";1,92
"PLTAUD475000010462";2019-01-01 19:15:00;0;"A+";11,88
"PLTAUD475000010462";2019-01-01 19:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 19:15:00;0;"Ri+";1,68
"PLTAUD475000010462";2019-01-01 19:30:00;0;"A+";12,24
"PLTAUD475000010462";2019-01-01 19:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 19:30:00;0;"Ri+";1,68
"PLTAUD475000010462";2019-01-01 19:45:00;0;"A+";13,44
"PLTAUD475000010462";2019-01-01 19:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 19:45:00;0;"Ri+";1,56
"PLTAUD475000010462";2019-01-01 20:00:00;0;"A+";13,32
"PLTAUD475000010462";2019-01-01 20:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 20:00:00;0;"Ri+";1,92
"PLTAUD475000010462";2019-01-01 20:15:00;0;"A+";13,56
"PLTAUD475000010462";2019-01-01 20:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 20:15:00;0;"Ri+";2,4
"PLTAUD475000010462";2019-01-01 20:30:00;0;"A+";13,44
"PLTAUD475000010462";2019-01-01 20:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 20:30:00;0;"Ri+";1,68
"PLTAUD475000010462";2019-01-01 20:45:00;0;"A+";13,44
"PLTAUD475000010462";2019-01-01 20:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 20:45:00;0;"Ri+";1,68
"PLTAUD475000010462";2019-01-01 21:00:00;0;"A+";12,36
"PLTAUD475000010462";2019-01-01 21:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 21:00:00;0;"Ri+";1,68
"PLTAUD475000010462";2019-01-01 21:15:00;0;"A+";12
"PLTAUD475000010462";2019-01-01 21:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 21:15:00;0;"Ri+";1,56
"PLTAUD475000010462";2019-01-01 21:30:00;0;"A+";11,88
"PLTAUD475000010462";2019-01-01 21:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 21:30:00;0;"Ri+";1,8
"PLTAUD475000010462";2019-01-01 21:45:00;0;"A+";11,16
"PLTAUD475000010462";2019-01-01 21:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 21:45:00;0;"Ri+";1,56
"PLTAUD475000010462";2019-01-01 22:00:00;0;"A+";10,92
"PLTAUD475000010462";2019-01-01 22:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 22:00:00;0;"Ri+";1,56
"PLTAUD475000010462";2019-01-01 22:15:00;0;"A+";10,68
"PLTAUD475000010462";2019-01-01 22:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 22:15:00;0;"Ri+";1,92
"PLTAUD475000010462";2019-01-01 22:30:00;0;"A+";10,92
"PLTAUD475000010462";2019-01-01 22:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 22:30:00;0;"Ri+";1,8
"PLTAUD475000010462";2019-01-01 22:45:00;0;"A+";10,44
"PLTAUD475000010462";2019-01-01 22:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 22:45:00;0;"Ri+";1,92
"PLTAUD475000010462";2019-01-01 23:00:00;0;"A+";10,08
"PLTAUD475000010462";2019-01-01 23:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 23:00:00;0;"Ri+";1,92
"PLTAUD475000010462";2019-01-01 23:15:00;0;"A+";9,6
"PLTAUD475000010462";2019-01-01 23:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 23:15:00;0;"Ri+";1,56
"PLTAUD475000010462";2019-01-01 23:30:00;0;"A+";9,12
"PLTAUD475000010462";2019-01-01 23:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 23:30:00;0;"Ri+";1,32
"PLTAUD475000010462";2019-01-01 23:45:00;0;"A+";8,88
"PLTAUD475000010462";2019-01-01 23:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-01 23:45:00;0;"Ri+";1,56
"PLTAUD475000010462";2019-01-02 00:00:00;0;"A+";9,12
"PLTAUD475000010462";2019-01-02 00:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 00:00:00;0;"Ri+";2,16
"PLTAUD475000010462";2019-01-02 00:15:00;0;"A+";8,64
"PLTAUD475000010462";2019-01-02 00:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 00:15:00;0;"Ri+";1,68
"PLTAUD475000010462";2019-01-02 00:30:00;0;"A+";8,64
"PLTAUD475000010462";2019-01-02 00:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 00:30:00;0;"Ri+";1,68
"PLTAUD475000010462";2019-01-02 00:45:00;0;"A+";8,28
"PLTAUD475000010462";2019-01-02 00:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 00:45:00;0;"Ri+";1,92
"PLTAUD475000010462";2019-01-02 01:00:00;0;"A+";8,4
"PLTAUD475000010462";2019-01-02 01:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 01:00:00;0;"Ri+";1,92
"PLTAUD475000010462";2019-01-02 01:15:00;0;"A+";7,92
"PLTAUD475000010462";2019-01-02 01:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 01:15:00;0;"Ri+";1,68
"PLTAUD475000010462";2019-01-02 01:30:00;0;"A+";8,04
"PLTAUD475000010462";2019-01-02 01:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 01:30:00;0;"Ri+";1,8
"PLTAUD475000010462";2019-01-02 01:45:00;0;"A+";7,92
"PLTAUD475000010462";2019-01-02 01:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 01:45:00;0;"Ri+";1,56
"PLTAUD475000010462";2019-01-02 02:00:00;0;"A+";8,16
"PLTAUD475000010462";2019-01-02 02:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 02:00:00;0;"Ri+";2,04
"PLTAUD475000010462";2019-01-02 02:15:00;0;"A+";7,68
"PLTAUD475000010462";2019-01-02 02:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 02:15:00;0;"Ri+";1,68
"PLTAUD475000010462";2019-01-02 02:30:00;0;"A+";8,64
"PLTAUD475000010462";2019-01-02 02:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 02:30:00;0;"Ri+";2,64
"PLTAUD475000010462";2019-01-02 02:45:00;0;"A+";8,16
"PLTAUD475000010462";2019-01-02 02:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 02:45:00;0;"Ri+";1,92
"PLTAUD475000010462";2019-01-02 03:00:00;0;"A+";7,8
"PLTAUD475000010462";2019-01-02 03:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 03:00:00;0;"Ri+";1,68
"PLTAUD475000010462";2019-01-02 03:15:00;0;"A+";7,56
"PLTAUD475000010462";2019-01-02 03:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 03:15:00;0;"Ri+";1,68
"PLTAUD475000010462";2019-01-02 03:30:00;0;"A+";7,68
"PLTAUD475000010462";2019-01-02 03:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 03:30:00;0;"Ri+";1,44
"PLTAUD475000010462";2019-01-02 03:45:00;0;"A+";8,4
"PLTAUD475000010462";2019-01-02 03:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 03:45:00;0;"Ri+";2,04
"PLTAUD475000010462";2019-01-02 04:00:00;0;"A+";7,92
"PLTAUD475000010462";2019-01-02 04:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 04:00:00;0;"Ri+";1,68
"PLTAUD475000010462";2019-01-02 04:15:00;0;"A+";7,92
"PLTAUD475000010462";2019-01-02 04:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 04:15:00;0;"Ri+";1,8
"PLTAUD475000010462";2019-01-02 04:30:00;0;"A+";7,92
"PLTAUD475000010462";2019-01-02 04:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 04:30:00;0;"Ri+";1,8
"PLTAUD475000010462";2019-01-02 04:45:00;0;"A+";8,16
"PLTAUD475000010462";2019-01-02 04:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 04:45:00;0;"Ri+";1,8
"PLTAUD475000010462";2019-01-02 05:00:00;0;"A+";8,4
"PLTAUD475000010462";2019-01-02 05:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 05:00:00;0;"Ri+";2,16
"PLTAUD475000010462";2019-01-02 05:15:00;0;"A+";9,48
"PLTAUD475000010462";2019-01-02 05:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 05:15:00;0;"Ri+";2,4
"PLTAUD475000010462";2019-01-02 05:30:00;0;"A+";9,6
"PLTAUD475000010462";2019-01-02 05:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 05:30:00;0;"Ri+";2,04
"PLTAUD475000010462";2019-01-02 05:45:00;0;"A+";12,84
"PLTAUD475000010462";2019-01-02 05:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 05:45:00;0;"Ri+";2,88
"PLTAUD475000010462";2019-01-02 06:00:00;0;"A+";11,88
"PLTAUD475000010462";2019-01-02 06:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 06:00:00;0;"Ri+";3,84
"PLTAUD475000010462";2019-01-02 06:15:00;0;"A+";14,64
"PLTAUD475000010462";2019-01-02 06:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 06:15:00;0;"Ri+";5,4
"PLTAUD475000010462";2019-01-02 06:30:00;0;"A+";14,76
"PLTAUD475000010462";2019-01-02 06:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 06:30:00;0;"Ri+";4,68
"PLTAUD475000010462";2019-01-02 06:45:00;0;"A+";15,12
"PLTAUD475000010462";2019-01-02 06:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 06:45:00;0;"Ri+";4,68
"PLTAUD475000010462";2019-01-02 07:00:00;0;"A+";16,92
"PLTAUD475000010462";2019-01-02 07:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 07:00:00;0;"Ri+";4,92
"PLTAUD475000010462";2019-01-02 07:15:00;0;"A+";16,68
"PLTAUD475000010462";2019-01-02 07:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 07:15:00;0;"Ri+";4,56
"PLTAUD475000010462";2019-01-02 07:30:00;0;"A+";16,8
"PLTAUD475000010462";2019-01-02 07:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 07:30:00;0;"Ri+";4,92
"PLTAUD475000010462";2019-01-02 07:45:00;0;"A+";17,16
"PLTAUD475000010462";2019-01-02 07:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 07:45:00;0;"Ri+";5,16
"PLTAUD475000010462";2019-01-02 08:00:00;0;"A+";17,88
"PLTAUD475000010462";2019-01-02 08:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 08:00:00;0;"Ri+";4,8
"PLTAUD475000010462";2019-01-02 08:15:00;0;"A+";18,48
"PLTAUD475000010462";2019-01-02 08:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 08:15:00;0;"Ri+";5,04
"PLTAUD475000010462";2019-01-02 08:30:00;0;"A+";20,64
"PLTAUD475000010462";2019-01-02 08:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-01-02 08:30:00;0;"Ri+";6
