"PPE_NO";"GODZ";"FLAGA_EXTR";"ENERGIA";"WARTOSC"
"PLTAUD475000010462";2019-02-01 06:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-01 06:45:00;0;"Ri+";4,56
"PLTAUD475000010462";2019-02-01 07:00:00;0;"A+";17,64
"PLTAUD475000010462";2019-02-01 07:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-01 07:00:00;0;"Ri+";5,04
"PLTAUD475000010462";2019-02-01 07:15:00;0;"A+";18,72
"PLTAUD475000010462";2019-02-01 07:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-01 07:15:00;0;"Ri+";4,56
"PLTAUD475000010462";2019-02-01 07:30:00;0;"A+";18,12
"PLTAUD475000010462";2019-02-01 07:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-01 07:30:00;0;"Ri+";4,32
"PLTAUD475000010462";2019-02-01 07:45:00;0;"A+";19,2
"PLTAUD475000010462";2019-02-01 07:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-01 07:45:00;0;"Ri+";4,8
"PLTAUD475000010462";2019-02-01 08:00:00;0;"A+";17,16
"PLTAUD475000010462";2019-02-01 08:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-01 08:00:00;0;"Ri+";5,4
"PLTAUD475000010462";2019-02-01 08:15:00;0;"A+";17,88
"PLTAUD475000010462";2019-02-01 08:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-01 08:15:00;0;"Ri+";5,16
"PLTAUD475000010462";2019-02-01 08:30:00;0;"A+";19,08
"PLTAUD475000010462";2019-02-01 08:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-01 08:30:00;0;"Ri+";5,16
"PLTAUD475000010462";2019-02-01 08:45:00;0;"A+";18,84
"PLTAUD475000010462";2019-02-01 08:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-01 08:45:00;0;"Ri+";4,2
"PLTAUD475000010462";2019-02-01 09:00:00;0;"A+";20,28
"PLTAUD475000010462";2019-02-01 09:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-01 09:00:00;0;"Ri+";5,76
"PLTAUD475000010462";2019-02-01 09:15:00;0;"A+";21,48
"PLTAUD475000010462";2019-02-01 09:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-01 09:15:00;0;"Ri+";6,24
"PLTAUD475000010462";2019-02-01 09:30:00;0;"A+";21,48
"PLTAUD475000010462";2019-02-01 09:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-01 09:30:00;0;"Ri+";6,36
"PLTAUD475000010462";2019-02-01 09:45:00;0;"A+";21,84
"PLTAUD475000010462";2019-02-01 09:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-01 09:45:00;0;"Ri+";6,96
"PLTAUD475000010462";2019-02-01 10:00:00;0;"A+";22,2
"PLTAUD475000010462";2019-02-01 10:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-01 10:00:00;0;"Ri+";7,68
"PLTAUD475000010462";2019-02-01 10:15:00;0;"A+";21,6
"PLTAUD475000010462";2019-02-01 10:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-01 10:15:00;0;"Ri+";6,72
"PLTAUD475000010462";2019-02-01 10:30:00;0;"A+";20,76
"PLTAUD475000010462";2019-02-01 10:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-01 10:30:00;0;"Ri+";7,68
"PLTAUD475000010462";2019-02-01 10:45:00;0;"A+";21,6
"PLTAUD475000010462";2019-02-01 10:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-01 10:45:00;0;"Ri+";7,68
"PLTAUD475000010462";2019-02-01 11:00:00;0;"A+";21,84
"PLTAUD475000010462";2019-02-01 11:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-01 11:00:00;0;"Ri+";6,96
"PLTAUD475000010462";2019-02-01 11:15:00;0;"A+";21,96
"PLTAUD475000010462";2019-02-01 11:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-01 11:15:00;0;"Ri+";6,6
"PLTAUD475000010462";2019-02-01 11:30:00;0;"A+";23,76
"PLTAUD475000010462";2019-02-01 11:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-01 11:30:00;0;"Ri+";7,56
"PLTAUD475000010462";2019-02-01 11:45:00;0;"A+";23,4
"PLTAUD475000010462";2019-02-01 11:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-01 11:45:00;0;"Ri+";7,2
"PLTAUD475000010462";2019-02-01 12:00:00;0;"A+";23,76
"PLTAUD475000010462";2019-02-01 12:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-01 12:00:00;0;"Ri+";7,08
"PLTAUD475000010462";2019-02-01 12:15:00;0;"A+";24,12
"PLTAUD475000010462";2019-02-01 12:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-01 12:15:00;0;"Ri+";6,48
"PLTAUD475000010462";2019-02-01 12:30:00;0;"A+";23,64
"PLTAUD475000010462";2019-02-01 12:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-01 12:30:00;0;"Ri+";6,6
"PLTAUD475000010462";2019-02-01 12:45:00;0;"A+";23,16
"PLTAUD475000010462";2019-02-01 12:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-01 12:45:00;0;"Ri+";6,84
"PLTAUD475000010462";2019-02-01 13:00:00;0;"A+";23,64
"PLTAUD475000010462";2019-02-01 13:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-01 13:00:00;0;"Ri+";6,72
"PLTAUD475000010462";2019-02-01 13:15:00;0;"A+";23,04
"PLTAUD475000010462";2019-02-01 13:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-01 13:15:00;0;"Ri+";6,6
"PLTAUD475000010462";2019-02-01 13:30:00;0;"A+";22,68
"PLTAUD475000010462";2019-02-01 13:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-01 13:30:00;0;"Ri+";6,48
"PLTAUD475000010462";2019-02-01 13:45:00;0;"A+";22,68
"PLTAUD475000010462";2019-02-01 13:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-01 13:45:00;0;"Ri+";6,72
"PLTAUD475000010462";2019-02-01 14:00:00;0;"A+";22,08
"PLTAUD475000010462";2019-02-01 14:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-01 14:00:00;0;"Ri+";6,36
"PLTAUD475000010462";2019-02-01 14:15:00;0;"A+";21,72
"PLTAUD475000010462";2019-02-01 14:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-01 14:15:00;0;"Ri+";6,48
"PLTAUD475000010462";2019-02-01 14:30:00;0;"A+";22,32
"PLTAUD475000010462";2019-02-01 14:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-01 14:30:00;0;"Ri+";6,24
"PLTAUD475000010462";2019-02-01 14:45:00;0;"A+";22,68
"PLTAUD475000010462";2019-02-01 14:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-01 14:45:00;0;"Ri+";6,6
"PLTAUD475000010462";2019-02-01 15:00:00;0;"A+";22,68
"PLTAUD475000010462";2019-02-01 15:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-01 15:00:00;0;"Ri+";6
"PLTAUD475000010462";2019-02-01 15:15:00;0;"A+";22,2
"PLTAUD475000010462";2019-02-01 15:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-01 15:15:00;0;"Ri+";6,12
"PLTAUD475000010462";2019-02-01 15:30:00;0;"A+";21,36
"PLTAUD475000010462";2019-02-01 15:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-01 15:30:00;0;"Ri+";6,12
"PLTAUD475000010462";2019-02-01 15:45:00;0;"A+";21,6
"PLTAUD475000010462";2019-02-01 15:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-01 15:45:00;0;"Ri+";6,48
"PLTAUD475000010462";2019-02-01 16:00:00;0;"A+";21,48
"PLTAUD475000010462";2019-02-01 16:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-01 16:00:00;0;"Ri+";6,12
"PLTAUD475000010462";2019-02-01 16:15:00;0;"A+";20,64
"PLTAUD475000010462";2019-02-01 16:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-01 16:15:00;0;"Ri+";5,88
"PLTAUD475000010462";2019-02-01 16:30:00;0;"A+";20,4
"PLTAUD475000010462";2019-02-01 16:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-01 16:30:00;0;"Ri+";5,28
"PLTAUD475000010462";2019-02-01 16:45:00;0;"A+";21,12
"PLTAUD475000010462";2019-02-01 16:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-01 16:45:00;0;"Ri+";4,92
"PLTAUD475000010462";2019-02-01 17:00:00;0;"A+";22,44
"PLTAUD475000010462";2019-02-01 17:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-01 17:00:00;0;"Ri+";5,4
"PLTAUD475000010462";2019-02-01 17:15:00;0;"A+";22,44
"PLTAUD475000010462";2019-02-01 17:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-01 17:15:00;0;"Ri+";3,6
"PLTAUD475000010462";2019-02-01 17:30:00;0;"A+";22,56
"PLTAUD475000010462";2019-02-01 17:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-01 17:30:00;0;"Ri+";3,72
"PLTAUD475000010462";2019-02-01 17:45:00;0;"A+";24,24
"PLTAUD475000010462";2019-02-01 17:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-01 17:45:00;0;"Ri+";4,32
"PLTAUD475000010462";2019-02-01 18:00:00;0;"A+";24,48
"PLTAUD475000010462";2019-02-01 18:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-01 18:00:00;0;"Ri+";3,72
"PLTAUD475000010462";2019-02-01 18:15:00;0;"A+";26,28
"PLTAUD475000010462";2019-02-01 18:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-01 18:15:00;0;"Ri+";4,8
"PLTAUD475000010462";2019-02-01 18:30:00;0;"A+";23,04
"PLTAUD475000010462";2019-02-01 18:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-01 18:30:00;0;"Ri+";4,44
"PLTAUD475000010462";2019-02-01 18:45:00;0;"A+";21,72
"PLTAUD475000010462";2019-02-01 18:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-01 18:45:00;0;"Ri+";3,72
"PLTAUD475000010462";2019-02-01 19:00:00;0;"A+";22,32
"PLTAUD475000010462";2019-02-01 19:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-01 19:00:00;0;"Ri+";4,08
"PLTAUD475000010462";2019-02-01 19:15:00;0;"A+";22,68
"PLTAUD475000010462";2019-02-01 19:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-01 19:15:00;0;"Ri+";3,6
"PLTAUD475000010462";2019-02-01 19:30:00;0;"A+";21,12
"PLTAUD475000010462";2019-02-01 19:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-01 19:30:00;0;"Ri+";3,48
"PLTAUD475000010462";2019-02-01 19:45:00;0;"A+";21,12
"PLTAUD475000010462";2019-02-01 19:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-01 19:45:00;0;"Ri+";3,12
"PLTAUD475000010462";2019-02-01 20:00:00;0;"A+";21
"PLTAUD475000010462";2019-02-01 20:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-01 20:00:00;0;"Ri+";3,6
"PLTAUD475000010462";2019-02-01 20:15:00;0;"A+";20,04
"PLTAUD475000010462";2019-02-01 20:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-01 20:15:00;0;"Ri+";3,6
"PLTAUD475000010462";2019-02-01 20:30:00;0;"A+";20,88
"PLTAUD475000010462";2019-02-01 20:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-01 20:30:00;0;"Ri+";4,32
"PLTAUD475000010462";2019-02-01 20:45:00;0;"A+";20,52
"PLTAUD475000010462";2019-02-01 20:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-01 20:45:00;0;"Ri+";4,32
"PLTAUD475000010462";2019-02-01 21:00:00;0;"A+";19,32
"PLTAUD475000010462";2019-02-01 21:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-01 21:00:00;0;"Ri+";4,08
"PLTAUD475000010462";2019-02-01 21:15:00;0;"A+";18,24
"PLTAUD475000010462";2019-02-01 21:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-01 21:15:00;0;"Ri+";3,72
"PLTAUD475000010462";2019-02-01 21:30:00;0;"A+";17,16
"PLTAUD475000010462";2019-02-01 21:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-01 21:30:00;0;"Ri+";3,36
"PLTAUD475000010462";2019-02-01 21:45:00;0;"A+";15,72
"PLTAUD475000010462";2019-02-01 21:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-01 21:45:00;0;"Ri+";2,76
"PLTAUD475000010462";2019-02-01 22:00:00;0;"A+";15,36
"PLTAUD475000010462";2019-02-01 22:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-01 22:00:00;0;"Ri+";2,76
"PLTAUD475000010462";2019-02-01 22:15:00;0;"A+";14,16
"PLTAUD475000010462";2019-02-01 22:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-01 22:15:00;0;"Ri+";2,64
"PLTAUD475000010462";2019-02-01 22:30:00;0;"A+";14,16
"PLTAUD475000010462";2019-02-01 22:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-01 22:30:00;0;"Ri+";2,28
"PLTAUD475000010462";2019-02-01 22:45:00;0;"A+";13,56
"PLTAUD475000010462";2019-02-01 22:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-01 22:45:00;0;"Ri+";1,68
"PLTAUD475000010462";2019-02-01 23:00:00;0;"A+";12,96
"PLTAUD475000010462";2019-02-01 23:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-01 23:00:00;0;"Ri+";2,04
"PLTAUD475000010462";2019-02-01 23:15:00;0;"A+";13,08
"PLTAUD475000010462";2019-02-01 23:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-01 23:15:00;0;"Ri+";2,16
"PLTAUD475000010462";2019-02-01 23:30:00;0;"A+";12,36
"PLTAUD475000010462";2019-02-01 23:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-01 23:30:00;0;"Ri+";2,04
"PLTAUD475000010462";2019-02-01 23:45:00;0;"A+";12,6
"PLTAUD475000010462";2019-02-01 23:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-01 23:45:00;0;"Ri+";2,16
"PLTAUD475000010462";2019-02-02 00:00:00;0;"A+";11,88
"PLTAUD475000010462";2019-02-02 00:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-02 00:00:00;0;"Ri+";2,28
"PLTAUD475000010462";2019-02-02 00:15:00;0;"A+";11,28
"PLTAUD475000010462";2019-02-02 00:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-02 00:15:00;0;"Ri+";2,04
"PLTAUD475000010462";2019-02-02 00:30:00;0;"A+";10,8
"PLTAUD475000010462";2019-02-02 00:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-02 00:30:00;0;"Ri+";1,92
"PLTAUD475000010462";2019-02-02 00:45:00;0;"A+";11,4
"PLTAUD475000010462";2019-02-02 00:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-02 00:45:00;0;"Ri+";2,28
"PLTAUD475000010462";2019-02-02 01:00:00;0;"A+";10,92
"PLTAUD475000010462";2019-02-02 01:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-02 01:00:00;0;"Ri+";2,04
"PLTAUD475000010462";2019-02-02 01:15:00;0;"A+";10,56
"PLTAUD475000010462";2019-02-02 01:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-02 01:15:00;0;"Ri+";2,16
"PLTAUD475000010462";2019-02-02 01:30:00;0;"A+";9,84
"PLTAUD475000010462";2019-02-02 01:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-02 01:30:00;0;"Ri+";2,16
"PLTAUD475000010462";2019-02-02 01:45:00;0;"A+";10,44
"PLTAUD475000010462";2019-02-02 01:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-02 01:45:00;0;"Ri+";1,92
"PLTAUD475000010462";2019-02-02 02:00:00;0;"A+";9,6
"PLTAUD475000010462";2019-02-02 02:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-02 02:00:00;0;"Ri+";2,04
"PLTAUD475000010462";2019-02-02 02:15:00;0;"A+";10,44
"PLTAUD475000010462";2019-02-02 02:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-02 02:15:00;0;"Ri+";2,4
"PLTAUD475000010462";2019-02-02 02:30:00;0;"A+";10,56
"PLTAUD475000010462";2019-02-02 02:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-02 02:30:00;0;"Ri+";2,4
"PLTAUD475000010462";2019-02-02 02:45:00;0;"A+";9,72
"PLTAUD475000010462";2019-02-02 02:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-02 02:45:00;0;"Ri+";2,04
"PLTAUD475000010462";2019-02-02 03:00:00;0;"A+";10,32
"PLTAUD475000010462";2019-02-02 03:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-02 03:00:00;0;"Ri+";2,04
"PLTAUD475000010462";2019-02-02 03:15:00;0;"A+";10,44
"PLTAUD475000010462";2019-02-02 03:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-02 03:15:00;0;"Ri+";2,52
"PLTAUD475000010462";2019-02-02 03:30:00;0;"A+";10,44
"PLTAUD475000010462";2019-02-02 03:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-02 03:30:00;0;"Ri+";3,24
"PLTAUD475000010462";2019-02-02 03:45:00;0;"A+";9,6
"PLTAUD475000010462";2019-02-02 03:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-02 03:45:00;0;"Ri+";2,52
"PLTAUD475000010462";2019-02-02 04:00:00;0;"A+";9,72
"PLTAUD475000010462";2019-02-02 04:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-02 04:00:00;0;"Ri+";2,76
"PLTAUD475000010462";2019-02-02 04:15:00;0;"A+";9,6
"PLTAUD475000010462";2019-02-02 04:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-02 04:15:00;0;"Ri+";2,52
"PLTAUD475000010462";2019-02-02 04:30:00;0;"A+";9,6
"PLTAUD475000010462";2019-02-02 04:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-02 04:30:00;0;"Ri+";3
"PLTAUD475000010462";2019-02-02 04:45:00;0;"A+";9,48
"PLTAUD475000010462";2019-02-02 04:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-02 04:45:00;0;"Ri+";2,88
"PLTAUD475000010462";2019-02-02 05:00:00;0;"A+";9,48
"PLTAUD475000010462";2019-02-02 05:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-02 05:00:00;0;"Ri+";2,64
"PLTAUD475000010462";2019-02-02 05:15:00;0;"A+";9
"PLTAUD475000010462";2019-02-02 05:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-02 05:15:00;0;"Ri+";2,16
"PLTAUD475000010462";2019-02-02 05:30:00;0;"A+";9,12
"PLTAUD475000010462";2019-02-02 05:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-02 05:30:00;0;"Ri+";2,4
"PLTAUD475000010462";2019-02-02 05:45:00;0;"A+";12,48
"PLTAUD475000010462";2019-02-02 05:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-02 05:45:00;0;"Ri+";3,24
"PLTAUD475000010462";2019-02-02 06:00:00;0;"A+";12
"PLTAUD475000010462";2019-02-02 06:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-02 06:00:00;0;"Ri+";3,24
"PLTAUD475000010462";2019-02-02 06:15:00;0;"A+";11,64
"PLTAUD475000010462";2019-02-02 06:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-02 06:15:00;0;"Ri+";4,08
"PLTAUD475000010462";2019-02-02 06:30:00;0;"A+";13,08
"PLTAUD475000010462";2019-02-02 06:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-02 06:30:00;0;"Ri+";3,96
"PLTAUD475000010462";2019-02-02 06:45:00;0;"A+";14,64
"PLTAUD475000010462";2019-02-02 06:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-02 06:45:00;0;"Ri+";4,08
"PLTAUD475000010462";2019-02-02 07:00:00;0;"A+";13,8
"PLTAUD475000010462";2019-02-02 07:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-02 07:00:00;0;"Ri+";3,6
"PLTAUD475000010462";2019-02-02 07:15:00;0;"A+";13,68
"PLTAUD475000010462";2019-02-02 07:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-02 07:15:00;0;"Ri+";3,72
"PLTAUD475000010462";2019-02-02 07:30:00;0;"A+";13,32
"PLTAUD475000010462";2019-02-02 07:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-02 07:30:00;0;"Ri+";3,36
"PLTAUD475000010462";2019-02-02 07:45:00;0;"A+";13,92
"PLTAUD475000010462";2019-02-02 07:45:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-02 07:45:00;0;"Ri+";3
"PLTAUD475000010462";2019-02-02 08:00:00;0;"A+";13,2
"PLTAUD475000010462";2019-02-02 08:00:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-02 08:00:00;0;"Ri+";3,12
"PLTAUD475000010462";2019-02-02 08:15:00;0;"A+";15
"PLTAUD475000010462";2019-02-02 08:15:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-02 08:15:00;0;"Ri+";4,44
"PLTAUD475000010462";2019-02-02 08:30:00;0;"A+";15,96
"PLTAUD475000010462";2019-02-02 08:30:00;0;"Rc-";0
"PLTAUD475000010462";2019-02-02 08:30:00;0;"Ri+";4,8
