obiekt1,obiekt2,sk³adnik_z_ob1,sk³adnik_z_ob2,wart1,wart2
cim:VoltageLevel,cim:EnergySource,cim:VoltageLevel.BaseVoltage.rdf:resource,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:VoltageLevel,cim:EnergySource,cim:VoltageLevel.BaseVoltage.rdf:resource,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:VoltageLevel,cim:EnergySource,cim:VoltageLevel.BaseVoltage.rdf:resource,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:VoltageLevel,cim:EnergySource,cim:VoltageLevel.BaseVoltage.rdf:resource,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:VoltageLevel,cim:EnergySource,cim:VoltageLevel.BaseVoltage.rdf:resource,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:VoltageLevel,cim:EnergySource,cim:VoltageLevel.BaseVoltage.rdf:resource,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:VoltageLevel,cim:PowerTransformerEnd,cim:VoltageLevel.BaseVoltage.rdf:resource,cim:TransformerEnd.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:VoltageLevel,cim:PowerTransformerEnd,cim:VoltageLevel.BaseVoltage.rdf:resource,cim:TransformerEnd.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:VoltageLevel,cim:EnergySource,cim:VoltageLevel.BaseVoltage.rdf:resource,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:VoltageLevel,cim:EnergySource,cim:VoltageLevel.BaseVoltage.rdf:resource,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:VoltageLevel,cim:EnergySource,cim:VoltageLevel.BaseVoltage.rdf:resource,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:VoltageLevel,cim:EnergySource,cim:VoltageLevel.BaseVoltage.rdf:resource,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:VoltageLevel,cim:EnergySource,cim:VoltageLevel.BaseVoltage.rdf:resource,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:VoltageLevel,cim:EnergySource,cim:VoltageLevel.BaseVoltage.rdf:resource,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:VoltageLevel,cim:EnergySource,cim:VoltageLevel.BaseVoltage.rdf:resource,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:VoltageLevel,cim:EnergySource,cim:VoltageLevel.BaseVoltage.rdf:resource,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:VoltageLevel,cim:EnergySource,cim:VoltageLevel.BaseVoltage.rdf:resource,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:VoltageLevel,cim:EnergySource,cim:VoltageLevel.BaseVoltage.rdf:resource,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:VoltageLevel,cim:EnergySource,cim:VoltageLevel.BaseVoltage.rdf:resource,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:VoltageLevel,cim:EnergySource,cim:VoltageLevel.BaseVoltage.rdf:resource,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:VoltageLevel,cim:EnergySource,cim:VoltageLevel.BaseVoltage.rdf:resource,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:VoltageLevel,cim:EnergySource,cim:VoltageLevel.BaseVoltage.rdf:resource,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
cim:VoltageLevel,cim:EnergySource,cim:VoltageLevel.BaseVoltage.rdf:resource,cim:ConductingEquipment.BaseVoltage.rdf:resource,#_82a8df0919534a13912534f5e14caf09,#_82a8df0919534a13912534f5e14caf09
