"C","lr","maxiter","Czulosc_TRAIN","Specyficznosc_TRAIN","Jakosc_TRAIN","Czulosc_TEST","Specyficznosc_TEST","Jakosc_TEST"
86,0.001,500,0.808058914560463,0.808058914560463,0.640625,0.75966810966811,0.75966810966811,0.5875
87,0.001,500,0.537996820349761,0.537996820349761,0.603125,0.436111111111111,0.436111111111111,0.55
88,0.001,500,0.966190476190476,0.966190476190476,0.590625,0.961818181818182,0.961818181818182,0.5875
89,0.001,500,0.572106722106722,0.572106722106722,0.61875,0.358239538239538,0.358239538239538,0.5875
90,0.001,500,0.712666092077857,0.712666092077857,0.653125,0.622727272727273,0.622727272727273,0.5375
91,0.001,500,0.63885184303141,0.63885184303141,0.625,0.613333333333333,0.613333333333333,0.6375
92,0.001,500,0.949920508744038,0.949920508744038,0.596875,0.944444444444444,0.944444444444444,0.625
93,0.001,500,0.610810810810811,0.610810810810811,0.65,0.511111111111111,0.511111111111111,0.5375
94,0.001,500,0.861122661122661,0.861122661122661,0.63125,0.888888888888889,0.888888888888889,0.575
95,0.001,500,0.686925780269434,0.686925780269434,0.615625,0.79047619047619,0.79047619047619,0.6125
96,0.001,500,0.769923438503065,0.769923438503065,0.60625,0.773333333333333,0.773333333333333,0.625
97,0.001,500,0.672807807807808,0.672807807807808,0.65,0.549444444444444,0.549444444444444,0.5875
98,0.001,500,0.855883155883156,0.855883155883156,0.640625,0.787350427350427,0.787350427350427,0.575
99,0.001,500,0.971569384510561,0.971569384510561,0.584375,1,1,0.575
100,0.001,500,0.855301455301455,0.855301455301455,0.6,0.768253968253968,0.768253968253968,0.6
101,0.001,500,0.774220374220374,0.774220374220374,0.621875,0.780952380952381,0.780952380952381,0.525
102,0.001,500,0.757033957033957,0.757033957033957,0.603125,0.666666666666667,0.666666666666667,0.4875
103,0.001,500,0.763768722282654,0.763768722282654,0.60625,0.713888888888889,0.713888888888889,0.6375
104,0.001,500,0.866471424985357,0.866471424985357,0.63125,0.833333333333333,0.833333333333333,0.6125
105,0.001,500,0.837518119623383,0.837518119623383,0.653125,0.712424242424242,0.712424242424242,0.55
106,0.001,500,0.561855921855922,0.561855921855922,0.58125,0.574285714285714,0.574285714285714,0.5375
107,0.001,500,0.607482219061166,0.607482219061166,0.653125,0.563888888888889,0.563888888888889,0.5875
108,0.001,500,0.799857752489331,0.799857752489331,0.63125,0.671428571428571,0.671428571428571,0.5375
109,0.001,500,0.849255189255189,0.849255189255189,0.590625,0.857922077922078,0.857922077922078,0.625
110,0.001,500,0.797528957528958,0.797528957528958,0.590625,0.767676767676768,0.767676767676768,0.575
111,0.001,500,0.706027456027456,0.706027456027456,0.6375,0.613131313131313,0.613131313131313,0.5125
112,0.001,500,0.650292397660819,0.650292397660819,0.659375,0.675,0.675,0.65
113,0.001,500,0.645577395577396,0.645577395577396,0.665625,0.538290598290598,0.538290598290598,0.525
114,0.001,500,0.501710921447764,0.501710921447764,0.603125,0.493888888888889,0.493888888888889,0.625
115,0.001,500,0.654721780604134,0.654721780604134,0.615625,0.584848484848485,0.584848484848485,0.5375
116,0.001,500,0.907467499820441,0.907467499820441,0.678125,0.789090909090909,0.789090909090909,0.4625
117,0.001,500,0.82406015037594,0.82406015037594,0.6625,0.720454545454545,0.720454545454545,0.475
118,0.001,500,0.924770523594053,0.924770523594053,0.5875,1,1,0.7
119,0.001,500,0.662353684954304,0.662353684954304,0.634375,0.61,0.61,0.5875
120,0.001,500,0.600430389904074,0.600430389904074,0.640625,0.569047619047619,0.569047619047619,0.6125
121,0.001,500,0.878805120910384,0.878805120910384,0.6125,0.833333333333333,0.833333333333333,0.5625
122,0.001,500,0.866278166278166,0.866278166278166,0.615625,0.863516483516483,0.863516483516483,0.675
123,0.001,500,0.619603174603175,0.619603174603175,0.646875,0.555757575757576,0.555757575757576,0.5875
124,0.001,500,0.879937154348919,0.879937154348919,0.65,0.904761904761905,0.904761904761905,0.575
125,0.001,500,0.511725361725362,0.511725361725362,0.609375,0.452307692307692,0.452307692307692,0.475
126,0.001,500,0.73748515432726,0.73748515432726,0.625,0.693282828282828,0.693282828282828,0.575
127,0.001,500,0.625450828980241,0.625450828980241,0.60625,0.610606060606061,0.610606060606061,0.55
128,0.001,500,0.870245884982727,0.870245884982727,0.6,0.78030303030303,0.78030303030303,0.55
129,0.001,500,0.673130341880342,0.673130341880342,0.63125,0.611428571428571,0.611428571428571,0.625
130,0.001,500,0.953655578655579,0.953655578655579,0.59375,0.926984126984127,0.926984126984127,0.575
131,0.001,500,0.750589050589051,0.750589050589051,0.63125,0.71968253968254,0.71968253968254,0.55
132,0.001,500,0.735141138101664,0.735141138101664,0.640625,0.674285714285714,0.674285714285714,0.575
133,0.001,500,0.757309070857458,0.757309070857458,0.621875,0.704307359307359,0.704307359307359,0.5875
134,0.001,500,0.784029304029304,0.784029304029304,0.60625,0.763636363636364,0.763636363636364,0.625
135,0.001,500,0.599628436996858,0.599628436996858,0.59375,0.561262626262626,0.561262626262626,0.5375
136,0.001,500,0.569471910935326,0.569471910935326,0.615625,0.543888888888889,0.543888888888889,0.6125
137,0.001,500,0.626826625386997,0.626826625386997,0.6,0.508333333333333,0.508333333333333,0.5
138,0.001,500,0.582910272910273,0.582910272910273,0.64375,0.556305916305916,0.556305916305916,0.6125
139,0.001,500,0.804300251668673,0.804300251668673,0.634375,0.780952380952381,0.780952380952381,0.525
140,0.001,500,0.846203346203346,0.846203346203346,0.65,0.870707070707071,0.870707070707071,0.525
141,0.001,500,0.74007326007326,0.74007326007326,0.603125,0.808311688311688,0.808311688311688,0.7125
142,0.001,500,0.875941325941326,0.875941325941326,0.64375,0.849206349206349,0.849206349206349,0.5375
143,0.001,500,0.54800853485064,0.54800853485064,0.653125,0.506111111111111,0.506111111111111,0.575
144,0.001,500,0.851778093883357,0.851778093883357,0.615625,0.827777777777778,0.827777777777778,0.5875
145,0.001,500,0.681620831357673,0.681620831357673,0.628125,0.595555555555556,0.595555555555556,0.55
146,0.001,500,0.821428571428571,0.821428571428571,0.603125,0.785454545454545,0.785454545454545,0.5625
147,0.001,500,0.658741726110147,0.658741726110147,0.640625,0.572207792207792,0.572207792207792,0.55
148,0.001,500,0.881297134238311,0.881297134238311,0.603125,0.81547619047619,0.81547619047619,0.475
149,0.001,500,0.616769626769627,0.616769626769627,0.6125,0.547727272727273,0.547727272727273,0.5375
150,0.001,500,0.484128245892952,0.484128245892952,0.5875,0.515555555555556,0.515555555555556,0.6
151,0.001,500,0.68829386662204,0.68829386662204,0.625,0.594444444444444,0.594444444444444,0.55
152,0.001,500,0.905238095238095,0.905238095238095,0.596875,0.81959595959596,0.81959595959596,0.6125
153,0.001,500,0.617943507417192,0.617943507417192,0.621875,0.524747474747475,0.524747474747475,0.625
154,0.001,500,0.885241820768137,0.885241820768137,0.640625,0.736111111111111,0.736111111111111,0.55
155,0.001,500,0.558993203730046,0.558993203730046,0.640625,0.501666666666667,0.501666666666667,0.5375
156,0.001,500,0.766181896181896,0.766181896181896,0.6,0.701414141414141,0.701414141414141,0.525
157,0.001,500,0.722019077901431,0.722019077901431,0.621875,0.696666666666667,0.696666666666667,0.5625
158,0.001,500,0.648773598773599,0.648773598773599,0.665625,0.573748473748474,0.573748473748474,0.5875
159,0.001,500,0.715777281040439,0.715777281040439,0.640625,0.622979797979798,0.622979797979798,0.5375
160,0.001,500,0.932514332514332,0.932514332514332,0.628125,0.873992673992674,0.873992673992674,0.5375
161,0.001,500,0.855079365079365,0.855079365079365,0.596875,0.801818181818182,0.801818181818182,0.5375
162,0.001,500,0.769340659340659,0.769340659340659,0.58125,0.741818181818182,0.741818181818182,0.6125
163,0.001,500,0.800010944159551,0.800010944159551,0.628125,0.767373737373737,0.767373737373737,0.55
164,0.001,500,0.868805120910384,0.868805120910384,0.628125,0.852777777777778,0.852777777777778,0.475
165,0.001,500,0.765546218487395,0.765546218487395,0.61875,0.617676767676768,0.617676767676768,0.5375
166,0.001,500,0.634766081871345,0.634766081871345,0.596875,0.588333333333333,0.588333333333333,0.5375
167,0.001,500,0.864512754512755,0.864512754512755,0.603125,0.741904761904762,0.741904761904762,0.575
168,0.001,500,0.609032109032109,0.609032109032109,0.596875,0.453015873015873,0.453015873015873,0.525
169,0.001,500,0.711692267234063,0.711692267234063,0.621875,0.621969696969697,0.621969696969697,0.625
170,0.001,500,0.744444444444444,0.744444444444444,0.5875,0.671428571428571,0.671428571428571,0.5375
171,0.001,500,0.734937343358396,0.734937343358396,0.565625,0.706818181818182,0.706818181818182,0.675
172,0.001,500,0.624466571834993,0.624466571834993,0.6,0.586111111111111,0.586111111111111,0.525
173,0.001,500,0.661488336225178,0.661488336225178,0.60625,0.596103896103896,0.596103896103896,0.7
174,0.001,500,0.576276276276276,0.576276276276276,0.6375,0.568888888888889,0.568888888888889,0.525
175,0.001,500,0.77027027027027,0.77027027027027,0.590625,0.766666666666667,0.766666666666667,0.6125
176,0.001,500,0.780799625536468,0.780799625536468,0.61875,0.673492063492063,0.673492063492063,0.575
177,0.001,500,0.892259364627786,0.892259364627786,0.6375,0.803888888888889,0.803888888888889,0.5375
178,0.001,500,0.700813746076904,0.700813746076904,0.653125,0.717121212121212,0.717121212121212,0.65
179,0.001,500,0.674863440652914,0.674863440652914,0.678125,0.693311688311688,0.693311688311688,0.625
180,0.001,500,0.839904610492846,0.839904610492846,0.6125,0.861111111111111,0.861111111111111,0.575
181,0.001,500,0.689023841655421,0.689023841655421,0.628125,0.72,0.72,0.5875
182,0.001,500,0.846181630546956,0.846181630546956,0.653125,0.71,0.71,0.575
183,0.001,500,0.577863577863578,0.577863577863578,0.565625,0.6002886002886,0.6002886002886,0.5625
184,0.001,500,0.686642246642247,0.686642246642247,0.640625,0.623376623376623,0.623376623376623,0.575
185,0.001,500,0.493525480367586,0.493525480367586,0.625,0.332727272727273,0.332727272727273,0.4375
186,0.001,500,0.727769197769198,0.727769197769198,0.65625,0.667532467532468,0.667532467532468,0.575
187,0.001,500,0.644288684288684,0.644288684288684,0.653125,0.571317571317571,0.571317571317571,0.5125
188,0.001,500,0.821345029239766,0.821345029239766,0.61875,0.741428571428571,0.741428571428571,0.575
189,0.001,500,0.63970398970399,0.63970398970399,0.6125,0.606060606060606,0.606060606060606,0.5625
190,0.001,500,0.67969045969046,0.67969045969046,0.6125,0.588888888888889,0.588888888888889,0.5875
191,0.001,500,0.618099415204678,0.618099415204678,0.578125,0.615,0.615,0.575
192,0.001,500,0.75918642760748,0.75918642760748,0.61875,0.73474025974026,0.73474025974026,0.5875
193,0.001,500,0.651169590643275,0.651169590643275,0.63125,0.54,0.54,0.5625
194,0.001,500,0.77630877722209,0.77630877722209,0.63125,0.675,0.675,0.5
195,0.001,500,0.615073180644426,0.615073180644426,0.60625,0.448383838383838,0.448383838383838,0.45
196,0.001,500,0.658290598290598,0.658290598290598,0.63125,0.585714285714286,0.585714285714286,0.5875
197,0.001,500,0.837837837837838,0.837837837837838,0.5875,0.8,0.8,0.55
198,0.001,500,0.391293563491706,0.391293563491706,0.60625,0.398845598845599,0.398845598845599,0.6
199,0.001,500,0.593215280057385,0.593215280057385,0.634375,0.581349206349206,0.581349206349206,0.6375
200,0.001,500,0.632150665871596,0.632150665871596,0.634375,0.547619047619048,0.547619047619048,0.5375
2,1e-04,500,0.768025222762065,0.768025222762065,0.5875,0.842288267288267,0.842288267288267,0.625
3,1e-04,500,0.847368421052632,0.847368421052632,0.6125,0.9,0.9,0.5125
4,1e-04,500,0.653395199710989,0.653395199710989,0.7,0.540353535353535,0.540353535353535,0.6
5,1e-04,500,0.675114084587769,0.675114084587769,0.63125,0.713131313131313,0.713131313131313,0.6
6,1e-04,500,0.511475191475191,0.511475191475191,0.640625,0.622817182817183,0.622817182817183,0.725
7,1e-04,500,0.545679308837204,0.545679308837204,0.66875,0.522874902874903,0.522874902874903,0.6375
8,1e-04,500,0.51670392196708,0.51670392196708,0.65625,0.547727272727273,0.547727272727273,0.625
9,1e-04,500,0.539565642197221,0.539565642197221,0.65625,0.588461538461538,0.588461538461538,0.675
10,1e-04,500,0.561651651651652,0.561651651651652,0.671875,0.5,0.5,0.6375
11,1e-04,500,0.617314787314787,0.617314787314787,0.678125,0.556623376623377,0.556623376623377,0.6125
12,1e-04,500,0.578364728364728,0.578364728364728,0.675,0.408034188034188,0.408034188034188,0.55
13,1e-04,500,0.664135998346525,0.664135998346525,0.690625,0.558174603174603,0.558174603174603,0.575
14,1e-04,500,0.542850542850543,0.542850542850543,0.65,0.53047619047619,0.53047619047619,0.7
15,1e-04,500,0.558629109155425,0.558629109155425,0.684375,0.472582972582973,0.472582972582973,0.55
16,1e-04,500,0.643169931064668,0.643169931064668,0.675,0.492063492063492,0.492063492063492,0.65
17,1e-04,500,0.612899896800826,0.612899896800826,0.6875,0.685,0.685,0.6625
18,1e-04,500,0.651380891252522,0.651380891252522,0.66875,0.709090909090909,0.709090909090909,0.6375
19,1e-04,500,0.685287595287595,0.685287595287595,0.6625,0.699603174603175,0.699603174603175,0.5625
20,1e-04,500,0.598078547025915,0.598078547025915,0.684375,0.573448773448773,0.573448773448773,0.65
21,1e-04,500,0.553621947739595,0.553621947739595,0.66875,0.403968253968254,0.403968253968254,0.575
22,1e-04,500,0.631864232653706,0.631864232653706,0.7125,0.418333333333333,0.418333333333333,0.575
23,1e-04,500,0.600755040755041,0.600755040755041,0.6625,0.642424242424242,0.642424242424242,0.6625
24,1e-04,500,0.534589279852438,0.534589279852438,0.659375,0.456471861471861,0.456471861471861,0.6125
25,1e-04,500,0.698095238095238,0.698095238095238,0.678125,0.678787878787879,0.678787878787879,0.625
26,1e-04,500,0.696076050376435,0.696076050376435,0.6875,0.716666666666667,0.716666666666667,0.625
27,1e-04,500,0.65496138996139,0.65496138996139,0.703125,0.573535353535354,0.573535353535354,0.6375
28,1e-04,500,0.656964656964657,0.656964656964657,0.709375,0.565079365079365,0.565079365079365,0.5625
29,1e-04,500,0.612101407364565,0.612101407364565,0.69375,0.59551948051948,0.59551948051948,0.675
30,1e-04,500,0.622417530312267,0.622417530312267,0.709375,0.469090909090909,0.469090909090909,0.5875
31,1e-04,500,0.640883740883741,0.640883740883741,0.7,0.538787878787879,0.538787878787879,0.6375
32,1e-04,500,0.609170674433832,0.609170674433832,0.68125,0.615606060606061,0.615606060606061,0.675
33,1e-04,500,0.655313335313335,0.655313335313335,0.696875,0.695959595959596,0.695959595959596,0.625
34,1e-04,500,0.696136964031701,0.696136964031701,0.709375,0.670454545454545,0.670454545454545,0.6375
35,1e-04,500,0.615390051705841,0.615390051705841,0.69375,0.575050505050505,0.575050505050505,0.65
36,1e-04,500,0.548664453927612,0.548664453927612,0.65625,0.48,0.48,0.6625
37,1e-04,500,0.660890302066773,0.660890302066773,0.65625,0.586666666666667,0.586666666666667,0.5375
38,1e-04,500,0.587347874189979,0.587347874189979,0.68125,0.533888888888889,0.533888888888889,0.65
39,1e-04,500,0.715115022483443,0.715115022483443,0.70625,0.804256854256854,0.804256854256854,0.675
40,1e-04,500,0.600900900900901,0.600900900900901,0.69375,0.428888888888889,0.428888888888889,0.5625
41,1e-04,500,0.716002844950213,0.716002844950213,0.7375,0.608888888888889,0.608888888888889,0.575
42,1e-04,500,0.634238194238194,0.634238194238194,0.703125,0.537950937950938,0.537950937950938,0.575
43,1e-04,500,0.637924766872135,0.637924766872135,0.678125,0.489444444444444,0.489444444444444,0.575
44,1e-04,500,0.638413028413028,0.638413028413028,0.70625,0.567619047619048,0.567619047619048,0.6625
45,1e-04,500,0.60152824889667,0.60152824889667,0.678125,0.533492063492063,0.533492063492063,0.6375
46,1e-04,500,0.715836524783893,0.715836524783893,0.709375,0.717857142857143,0.717857142857143,0.675
47,1e-04,500,0.620199146514936,0.620199146514936,0.6875,0.530555555555556,0.530555555555556,0.6
48,1e-04,500,0.630965250965251,0.630965250965251,0.709375,0.538888888888889,0.538888888888889,0.6
49,1e-04,500,0.593476709792499,0.593476709792499,0.665625,0.578535353535354,0.578535353535354,0.6625
50,1e-04,500,0.740054606370396,0.740054606370396,0.746875,0.661327561327561,0.661327561327561,0.6625
51,1e-04,500,0.712681912681913,0.712681912681913,0.7125,0.580952380952381,0.580952380952381,0.6375
52,1e-04,500,0.65144013880856,0.65144013880856,0.7,0.543376623376623,0.543376623376623,0.6375
53,1e-04,500,0.587087087087087,0.587087087087087,0.675,0.522222222222222,0.522222222222222,0.65
54,1e-04,500,0.705640035640036,0.705640035640036,0.70625,0.748484848484849,0.748484848484849,0.65
55,1e-04,500,0.587451963241437,0.587451963241437,0.69375,0.641363636363636,0.641363636363636,0.6125
56,1e-04,500,0.613455259771049,0.613455259771049,0.690625,0.682020202020202,0.682020202020202,0.6625
57,1e-04,500,0.647007223942208,0.647007223942208,0.715625,0.66,0.66,0.6125
58,1e-04,500,0.571021021021021,0.571021021021021,0.659375,0.548888888888889,0.548888888888889,0.5875
59,1e-04,500,0.689288849288849,0.689288849288849,0.725,0.713939393939394,0.713939393939394,0.6375
60,1e-04,500,0.642449617991414,0.642449617991414,0.675,0.58531746031746,0.58531746031746,0.625
61,1e-04,500,0.604832104832105,0.604832104832105,0.690625,0.480683760683761,0.480683760683761,0.6
62,1e-04,500,0.701916030863399,0.701916030863399,0.69375,0.612136752136752,0.612136752136752,0.5125
63,1e-04,500,0.687233398812346,0.687233398812346,0.71875,0.702878787878788,0.702878787878788,0.7
64,1e-04,500,0.645906732397709,0.645906732397709,0.703125,0.537575757575758,0.537575757575758,0.575
65,1e-04,500,0.64078693236588,0.64078693236588,0.7,0.558791208791209,0.558791208791209,0.6375
66,1e-04,500,0.596929824561404,0.596929824561404,0.678125,0.566060606060606,0.566060606060606,0.65
67,1e-04,500,0.637708807708808,0.637708807708808,0.709375,0.562683982683983,0.562683982683983,0.6375
68,1e-04,500,0.667312890068308,0.667312890068308,0.71875,0.549393939393939,0.549393939393939,0.5375
69,1e-04,500,0.583749133749134,0.583749133749134,0.6875,0.61531746031746,0.61531746031746,0.6375
70,1e-04,500,0.658359491734105,0.658359491734105,0.684375,0.738383838383838,0.738383838383838,0.7
71,1e-04,500,0.634139854139854,0.634139854139854,0.725,0.642828282828283,0.642828282828283,0.6375
72,1e-04,500,0.631519976411617,0.631519976411617,0.73125,0.549393939393939,0.549393939393939,0.5
73,1e-04,500,0.676315789473684,0.676315789473684,0.66875,0.545,0.545,0.675
74,1e-04,500,0.661763191763192,0.661763191763192,0.703125,0.532727272727273,0.532727272727273,0.575
75,1e-04,500,0.625825825825826,0.625825825825826,0.684375,0.582222222222222,0.582222222222222,0.65
76,1e-04,500,0.644647937411095,0.644647937411095,0.69375,0.591269841269841,0.591269841269841,0.5875
77,1e-04,500,0.683273273273273,0.683273273273273,0.7125,0.70020202020202,0.70020202020202,0.6625
78,1e-04,500,0.708823890248039,0.708823890248039,0.71875,0.565201465201465,0.565201465201465,0.5875
79,1e-04,500,0.546752796752797,0.546752796752797,0.665625,0.51044733044733,0.51044733044733,0.6375
80,1e-04,500,0.614507884105407,0.614507884105407,0.684375,0.587742812742813,0.587742812742813,0.6625
81,1e-04,500,0.628529411764706,0.628529411764706,0.696875,0.555,0.555,0.6125
82,1e-04,500,0.674172854172854,0.674172854172854,0.70625,0.52952380952381,0.52952380952381,0.6
83,1e-04,500,0.568503009311833,0.568503009311833,0.653125,0.580606060606061,0.580606060606061,0.65
84,1e-04,500,0.672357855422871,0.672357855422871,0.725,0.495606060606061,0.495606060606061,0.5
85,1e-04,500,0.538333446228183,0.538333446228183,0.678125,0.573838383838384,0.573838383838384,0.6
86,1e-04,500,0.732580508586701,0.732580508586701,0.703125,0.655714285714286,0.655714285714286,0.525
87,1e-04,500,0.609011888880499,0.609011888880499,0.6625,0.558333333333333,0.558333333333333,0.575
88,1e-04,500,0.63995148995149,0.63995148995149,0.6875,0.500634920634921,0.500634920634921,0.6375
89,1e-04,500,0.652899231691801,0.652899231691801,0.69375,0.517539682539683,0.517539682539683,0.575
90,1e-04,500,0.673202749788116,0.673202749788116,0.70625,0.694545454545455,0.694545454545455,0.6375
91,1e-04,500,0.732017847807321,0.732017847807321,0.7125,0.758412698412698,0.758412698412698,0.7
92,1e-04,500,0.684933563168857,0.684933563168857,0.715625,0.506709956709957,0.506709956709957,0.525
93,1e-04,500,0.570870870870871,0.570870870870871,0.66875,0.611111111111111,0.611111111111111,0.6375
94,1e-04,500,0.635241516820464,0.635241516820464,0.690625,0.686190476190476,0.686190476190476,0.6625
95,1e-04,500,0.67502683576987,0.67502683576987,0.703125,0.69520202020202,0.69520202020202,0.5875
96,1e-04,500,0.62997227997228,0.62997227997228,0.684375,0.532380952380952,0.532380952380952,0.6625
97,1e-04,500,0.589002079002079,0.589002079002079,0.66875,0.53968253968254,0.53968253968254,0.65
98,1e-04,500,0.598253968253968,0.598253968253968,0.68125,0.641818181818182,0.641818181818182,0.675
99,1e-04,500,0.56626084288623,0.56626084288623,0.6625,0.602222222222222,0.602222222222222,0.675
100,1e-04,500,0.606963996963997,0.606963996963997,0.678125,0.567994227994228,0.567994227994228,0.6375
101,1e-04,500,0.770996079943448,0.770996079943448,0.715625,0.735064935064935,0.735064935064935,0.5625
102,1e-04,500,0.664165819955294,0.664165819955294,0.70625,0.639646464646465,0.639646464646465,0.6625
103,1e-04,500,0.556057486057486,0.556057486057486,0.665625,0.586868686868687,0.586868686868687,0.675
104,1e-04,500,0.709284578696343,0.709284578696343,0.7125,0.765151515151515,0.765151515151515,0.725
105,1e-04,500,0.623263043263043,0.623263043263043,0.6875,0.496623376623377,0.496623376623377,0.6
106,1e-04,500,0.740833580833581,0.740833580833581,0.725,0.6995670995671,0.6995670995671,0.625
107,1e-04,500,0.628319488319488,0.628319488319488,0.715625,0.475648795648796,0.475648795648796,0.5125
108,1e-04,500,0.59024024024024,0.59024024024024,0.68125,0.642222222222222,0.642222222222222,0.675
109,1e-04,500,0.648524403942361,0.648524403942361,0.709375,0.669358974358974,0.669358974358974,0.625
110,1e-04,500,0.646036213528474,0.646036213528474,0.709375,0.508974358974359,0.508974358974359,0.5875
111,1e-04,500,0.59007722007722,0.59007722007722,0.696875,0.563232323232323,0.563232323232323,0.6375
112,1e-04,500,0.653060753060753,0.653060753060753,0.696875,0.560634920634921,0.560634920634921,0.6375
113,1e-04,500,0.73500869290343,0.73500869290343,0.703125,0.688333333333333,0.688333333333333,0.6875
114,1e-04,500,0.752197724039829,0.752197724039829,0.74375,0.705555555555556,0.705555555555556,0.6625
115,1e-04,500,0.681678216678217,0.681678216678217,0.728125,0.587301587301587,0.587301587301587,0.55
116,1e-04,500,0.61023284592944,0.61023284592944,0.69375,0.602529137529138,0.602529137529138,0.575
117,1e-04,500,0.657198879551821,0.657198879551821,0.70625,0.783636363636364,0.783636363636364,0.7
118,1e-04,500,0.653745173745174,0.653745173745174,0.703125,0.743434343434343,0.743434343434343,0.7375
119,1e-04,500,0.639602915609108,0.639602915609108,0.6875,0.619444444444444,0.619444444444444,0.6875
120,1e-04,500,0.547699344080923,0.547699344080923,0.671875,0.601904761904762,0.601904761904762,0.6375
121,1e-04,500,0.717284878863826,0.717284878863826,0.746875,0.588636363636364,0.588636363636364,0.6125
122,1e-04,500,0.649897300423616,0.649897300423616,0.696875,0.601948051948052,0.601948051948052,0.625
123,1e-04,500,0.651571851571852,0.651571851571852,0.70625,0.508180708180708,0.508180708180708,0.5875
124,1e-04,500,0.542772489831313,0.542772489831313,0.675,0.502913752913753,0.502913752913753,0.5875
125,1e-04,500,0.63446308077887,0.63446308077887,0.69375,0.655064935064935,0.655064935064935,0.625
126,1e-04,500,0.659984984984985,0.659984984984985,0.71875,0.773232323232323,0.773232323232323,0.6
127,1e-04,500,0.685263157894737,0.685263157894737,0.6875,0.654545454545455,0.654545454545455,0.65
128,1e-04,500,0.558664546899841,0.558664546899841,0.68125,0.5,0.5,0.5875
129,1e-04,500,0.638607647895574,0.638607647895574,0.709375,0.431111111111111,0.431111111111111,0.55
130,1e-04,500,0.702941667895228,0.702941667895228,0.715625,0.71030303030303,0.71030303030303,0.75
131,1e-04,500,0.713641064042219,0.713641064042219,0.746875,0.485714285714286,0.485714285714286,0.5375
132,1e-04,500,0.746799431009957,0.746799431009957,0.73125,0.661111111111111,0.661111111111111,0.6375
133,1e-04,500,0.661220671220671,0.661220671220671,0.7125,0.666984126984127,0.666984126984127,0.6375
134,1e-04,500,0.690321421900369,0.690321421900369,0.709375,0.61025641025641,0.61025641025641,0.6125
135,1e-04,500,0.646457298036245,0.646457298036245,0.7,0.564277389277389,0.564277389277389,0.6125
136,1e-04,500,0.680215470803706,0.680215470803706,0.703125,0.448528138528139,0.448528138528139,0.55
137,1e-04,500,0.704659024349427,0.704659024349427,0.70625,0.688888888888889,0.688888888888889,0.5375
138,1e-04,500,0.678678678678679,0.678678678678679,0.71875,0.563333333333333,0.563333333333333,0.6625
139,1e-04,500,0.716064671482628,0.716064671482628,0.74375,0.71,0.71,0.6375
140,1e-04,500,0.631404481404481,0.631404481404481,0.675,0.668253968253968,0.668253968253968,0.7125
141,1e-04,500,0.66992255413308,0.66992255413308,0.7125,0.64,0.64,0.625
142,1e-04,500,0.647368421052632,0.647368421052632,0.7125,0.64,0.64,0.65
143,1e-04,500,0.652789631737,0.652789631737,0.66875,0.627777777777778,0.627777777777778,0.675
144,1e-04,500,0.728952128952129,0.728952128952129,0.7125,0.733122433122433,0.733122433122433,0.675
145,1e-04,500,0.722832722832723,0.722832722832723,0.74375,0.571948051948052,0.571948051948052,0.5625
146,1e-04,500,0.72879636006571,0.72879636006571,0.746875,0.635634920634921,0.635634920634921,0.6625
147,1e-04,500,0.718594910700174,0.718594910700174,0.7,0.714444444444444,0.714444444444444,0.5875
148,1e-04,500,0.686646995427483,0.686646995427483,0.728125,0.698383838383838,0.698383838383838,0.6375
149,1e-04,500,0.67390756302521,0.67390756302521,0.7,0.718939393939394,0.718939393939394,0.6625
150,1e-04,500,0.701272324956535,0.701272324956535,0.73125,0.636666666666667,0.636666666666667,0.6125
151,1e-04,500,0.618223938223938,0.618223938223938,0.684375,0.738787878787879,0.738787878787879,0.675
152,1e-04,500,0.735476190476191,0.735476190476191,0.725,0.678787878787879,0.678787878787879,0.7
153,1e-04,500,0.70253028147765,0.70253028147765,0.725,0.567649572649573,0.567649572649573,0.5875
154,1e-04,500,0.681334747124221,0.681334747124221,0.725,0.527012987012987,0.527012987012987,0.575
155,1e-04,500,0.717534004592828,0.717534004592828,0.703125,0.696969696969697,0.696969696969697,0.6625
156,1e-04,500,0.691381769143606,0.691381769143606,0.709375,0.635555555555556,0.635555555555556,0.525
157,1e-04,500,0.69842555105713,0.69842555105713,0.71875,0.681428571428571,0.681428571428571,0.65
158,1e-04,500,0.595304928989139,0.595304928989139,0.6875,0.540909090909091,0.540909090909091,0.6125
159,1e-04,500,0.624320034320034,0.624320034320034,0.671875,0.691717171717172,0.691717171717172,0.725
160,1e-04,500,0.57835130813459,0.57835130813459,0.68125,0.528138528138528,0.528138528138528,0.6375
161,1e-04,500,0.653616977301188,0.653616977301188,0.721875,0.56952380952381,0.56952380952381,0.625
162,1e-04,500,0.654322079709077,0.654322079709077,0.709375,0.453484848484848,0.453484848484848,0.55
163,1e-04,500,0.732685316895843,0.732685316895843,0.734375,0.545,0.545,0.5875
164,1e-04,500,0.818758434547908,0.818758434547908,0.734375,0.921428571428571,0.921428571428571,0.625
165,1e-04,500,0.708459543134466,0.708459543134466,0.725,0.67,0.67,0.6625
166,1e-04,500,0.577108927108927,0.577108927108927,0.68125,0.545470085470085,0.545470085470085,0.6375
167,1e-04,500,0.733566313566314,0.733566313566314,0.73125,0.663347763347763,0.663347763347763,0.625
168,1e-04,500,0.726369316957552,0.726369316957552,0.725,0.625974025974026,0.625974025974026,0.5125
